smiles,U
O=CC[NH2+]C1ON=NO1,-13765.021484375
CC1=C[C@@H]2O[C@H]1[C@H]1N[C@H]12,-10936.3076171875
C[C@@H](C#N)c1cnoc1,-11341.8935546875
Nc1nc(=O)cc[nH]1,-10744.1416015625
C[C@@]12O[C@H]3[C@H]4O[C@@H]1[C@@H]2[C@H]43,-11477.5029296875
CC[C@H]1C[C@H]1O[CH+][NH2+]C,-11002.1513671875
[NH-][C@H]1O[C@H]2C[C@H]2CC1=O,-11915.40234375
C#C[C@]1(C)[C@H]2C[C@]1(O)C2,-10498.0712890625
CC[C@@H]1C=C[C@H](C)O1,-9497.126953125
O=C1O[C@@]23CC[C@@H]2C[C@@H]13,-11478.1552734375
C#C[C@@]1(CO)C[C@@]1(C)O,-11509.40625
C[C@@]1(C2CCC2)C[C@H]1O,-10564.931640625
CC[C@@H](C)C1COC1,-9528.92578125
N#C[C@H]1C[C@H]1OC1CC1,-10936.5859375
CC[N@@H+](C)[C@H](C#N)CO,-11439.298828125
C[C@H]1N[C@H]1[C@H]1CNC1=O,-11406.828125
CC[C@@]1(OC)C[C@H]1C=O,-11543.275390625
C[C@H]1C[C@@H](C#N)N1C=O,-11374.9931640625
[NH-]C1OCOC1=O,-10788.7998046875
C#C[C@@]1(C)C(=O)C[N@H+]1C,-10936.1357421875
C[C@@]1(O)[C@H]2CCC[C@]21O,-11543.5009765625
O=C1N[C@]23CC[N@H+](C2)[C@@H]13,-11371.388671875
O[C@H]1C[C@@H](O)[C@H]2C[N@H+]2C1,-11979.63671875
O=CC1(C=O)[C@@H]2CC[C@@H]21,-11477.900390625
O=C1C[C@@H]2CC[C@]2(O)C1,-11511.5625
CC(=O)[C@H](C)[C@@H](C)CO,-11576.7919921875
CC(C)[C@@H](O)[C@@]1(C)CN1,-11034.71875
C1O[C@@]23CO[C@@H](C2)O[C@@H]13,-12487.6552734375
C1C[C@@H]2[C@H]3C[C@@H]2[C@H](C3)O1,-10532.978515625
COC[C@@H](C#N)C(N)=O,-12385.775390625
CC(=O)N1CC=CC1=O,-11917.5771484375
C[C@H]1[C@H]2[C@@H]3C[C@]3(C)[C@]21C,-9554.369140625
C[C@H]1N[C@H]1[C@@]1(CO)CO1,-11979.08984375
N#C[C@@H]1[C@H](N)[C@@H]1N,-8727.6611328125
C#C[C@H]1C=C(C)C(=O)N1,-10905.1611328125
C1=C[C@@]23CO[C@H]2[C@@H](C1)N3,-10933.5390625
C[C@]12C[C@H]1CN(C=O)C2,-10970.8779296875
OCCc1n[nH]nc1O,-12821.837890625
O[C@H]1[C@H]2C[N@H+]3C[C@H]3[C@@H]12,-9899.599609375
[NH-][CH+]OCc1cc[nH]n1,-11811.626953125
CC(=O)Nc1cnco1,-12353.83203125
C[C@H]1C[C@H]2O[C@@H](CO)[C@@H]12,-11542.4306640625
N#C[C@@]12CCN=CN1C2,-10800.5029296875
Cc1cncc(=O)n1C,-11376.1044921875
O=C1[C@H]2C=C[C@@]13CO[C@@H]23,-11443.5048828125
C[C@H]1OC([NH-])[C@@H]2C[C@H]1O2,-11947.87109375
C[C@H]1C[N@H+]2[C@@H]([C@H]3CO3)[C@@H]12,-10967.830078125
CC1(C)C[C@@H](O)C(=O)N1,-11982.0849609375
C1COCC[C@H]2O[C@H]2C1,-11543.0390625
[NH-]C1COCCCCO1,-11980.4443359375
CO[C@@]1(CO)C[C@H]1C,-10506.35546875
CC1=N[CH+](C)C=C([NH-])O1,-11375.9521484375
C1N[C@H]2[C@H]3OC[C@@H]1O[C@@H]23,-11946.7861328125
C[C@H]1[C@H]2[C@@H]3[C@H]4CC[C@]31[N@@H+]24,-9957.0556640625
O=CCc1cnc(O)[nH]1,-12353.7177734375
C[C@H]1[C@H]2C[N@H+]2[C@@]12C[C@H]2O,-10968.154296875
O[C@H]1CCCOC12CC2,-11543.44921875
C[C@H]1[N@H+]2C[C@H]3C[C@]1(O)[C@H]32,-10968.3349609375
O[C@H]1CC=CC12COC2,-11510.400390625
O=C1N2CC[C@H]2C12CC2,-10936.734375
C#CCc1[nH]ncc1O,-11341.0859375
O=C[C@@]12[C@@H]3[C@H]4[C@@H]3[N@@H+]1[C@H]42,-9832.318359375
CCc1nnc(CC)o1,-11408.0107421875
N/C=N/c1nc(O)co1,-12790.35546875
C[C@H]1[C@@H]2CC(=O)[C@@]1(O)C2,-11511.3564453125
CCO[C@H]1[C@H]2C[C@]1(C)C2,-10564.4599609375
CC#CC(=O)CC,-8395.0126953125
CC[C@H]1OC[C@H]2C[C@H]2O1,-11543.3935546875
O[C@H]1CC[C@@]2(O)CC[C@@H]12,-11543.5751953125
OCC#CC[NH+]1CC1,-9898.892578125
CC(C)[C@@]12C=CC[C@@H]1O2,-10533.0234375
CC(C)[C@H]1CCOCO1,-11576.5712890625
C[C@]12[C@@H]3C[C@]4(C)[C@H]1[C@H]2[N@H+]34,-9957.4716796875
C[C@@H]1CC[C@@H]1[N@@H+]1C[C@@H]1C,-10023.78125
Cc1c(CO)nnn1C,-11844.0888671875
C#C[C@]12C[C@H](C1)OC2=O,-11445.0966796875
CC(=O)[C@@H]1C(=O)C[C@@H]1O,-12489.5361328125
C1C[C@H]2[C@H]3O[C@H]3[C@H]2O1,-10440.791015625
O=c1cccccn1,-9836.7099609375
CCO[C@]12C[C@H]1CC2=O,-11510.4306640625
C[C@H]1N(C=O)[C@H]2C[C@]21O,-11947.3916015625
O=CCC[C@@]12CO[C@@H]1C2,-11509.8125
C#C[C@H]1CC12C13CC12O3,-10464.142578125
N#C[C@@]1(N)CCC[C@@H]1N,-10866.4482421875
C[C@@]12C=C[C@@]3(O)[C@@H]1C[C@@H]23,-10498.91015625
CCOC(=O)[C@@H](O)CO,-13532.7978515625
CCC1(C=O)C23CC12O3,-11509.1142578125
O=C1[C@H]2C[N@H+]3[C@@H]1C=C[C@@H]23,-10904.07421875
N#C[C@@H]1CC[C@@H]1O,-8832.0849609375
CC(=O)C#CC1COC1,-11477.240234375
O=C1CCC[C@H]2C[C@@H]1C2,-10533.72265625
C[C@H]1C[N@H+]1C1CC=CC1,-9991.642578125
CC1=Cc2oncc2C1,-10904.931640625
C[C@H]1N[C@@](C)(C#N)[C@H]1C,-10429.220703125
C1[C@@H]2O[C@@H]2[C@]23C[C@H](C2)[C@H]13,-10497.990234375
C[C@@H](CO)CC[C@H]1CO1,-11575.501953125
CO[C@H]1CO[C@]1(C)C=O,-12520.82421875
CO[C@@H](CO)C[NH+]1CC1,-12011.6748046875
C1O[C@H]([C@H]2CN2)[C@@H]2N[C@H]12,-11405.431640625
O=C1/C=C\NCCOC1,-11947.7431640625
COC(C)(C)[C@@H](O)C#N,-11980.494140625
C[C@H]1CC=C2[C@H]1C[C@@H]2O,-10532.56640625
C[C@]12C[N@H+](C1)[C@H]2CO,-9931.3740234375
CC[C@]12C=C[C@@H]3[C@H](C1)[C@@H]32,-9521.9326171875
N#C/C(N)=N/C1COC1,-11810.7509765625
C/C1=C/C=C\CCOC1,-10533.1376953125
C#CC1=C[C@@H](C)OC1=O,-11446.2626953125
C[NH2+][CH+]OC[C@@H](O)C#N,-12384.8056640625
CCn1c(C)noc1=O,-12385.9541015625
Cc1c[nH]nc1C(C)C,-10430.14453125
CC#CC1(C(C)=O)CC1,-10500.1630859375
C[C@@H](O)[C@@](C)(O)C=O,-11485.314453125
Cc1onc2onnc12,-12754.8974609375
C#C[C@@H]1CC[N@H+]1CC=O,-10935.7548828125
C[C@@]1(C#N)CC[C@H]2C[N@H+]21,-10396.5205078125
C#C[C@@H]1O[C@H]2C(=O)N[C@@H]12,-11881.14453125
C[C@@H](O)C1(C(N)=O)CC1,-11981.115234375
[NH-][CH+]Oc1occc1O,-12893.3173828125
C#C[C@]12N[C@H]1[C@@]1(O)C[C@H]12,-10901.1865234375
CC[C@H]1CC(=O)[C@H]1OC,-11543.49609375
CCn1ccoc1=O,-10880.4189453125
C#C[C@]12C=C[C@H](N1)[C@@H]2O,-10902.373046875
CNc1cc(N)ncn1,-11272.4208984375
O[C@@H](C[C@H]1CO1)C1CC1,-11542.3818359375
O=C1NC=CC[C@@H]1O,-10880.2333984375
O=C([O-])C(=O)[C@H]1CC[NH2+]1,-12925.099609375
O=C[C@@]1(O)[C@@H]2OC[C@@H]21,-11418.5029296875
C1OC[C@@H]2C[C@@H]2CO1,-10474.064453125
Cc1cn[nH]c1C1CC1,-10396.857421875
O=CNc1cnc[nH]1,-10743.78515625
N#CC1NC[C@H](C=O)[NH2+]1,-11779.3330078125
NC(=O)Cc1c[nH]cn1,-11813.4912109375
C[C@]12C[C@H]1[C@H](C#N)N2,-9326.6796875
Cc1c(N)noc1C#N,-11779.0576171875
CN1C(=O)CC[C@@H]1CO,-11981.7744140625
c1cncnc1,-7190.81689453125
O[C@]12[C@@H]3[C@H]4[C@H](O[C@H]41)[C@@H]32,-10406.634765625
N#CCCC#CC=O,-9835.4521484375
O[C@H]1[C@H]2C[C@@H]3[C@@H]4[C@H]2[C@H]1[N@@H+]43,-10935.71875
C[C@H]1CC(=O)[C@@]2(C)C[N@@H+]12,-10970.43359375
Cn1cnc(=O)nc1F,-13444.51953125
CCC#CC#C[C@H]1CO1,-10465.8466796875
CC[NH+]1CCC(=O)CC1,-11003.37109375
C#C[C@@]1(C)[C@H](O)C[N@H+]1C,-10968.3056640625
Oc1cn2c(n1)CCC2,-11375.87890625
Cn1cc(C#N)nn1,-10169.130859375
O=C[C@]12[C@@H]3C[C@@]1(O)C[C@@H]32,-11477.3076171875
CCOc1ncccn1,-11376.0830078125
NC(=O)[C@@]12CC(=O)N1C2,-12352.6259765625
C[C@@H](C#N)C1CC=CC1,-9960.423828125
O=C[C@@]12O[C@H]3C[C@@H]1[C@@H]2C3,-11478.5810546875
NC(=O)[C@]12C[C@@H]3[C@H](C1)[C@@H]32,-10936.8974609375
COC/C(N)=N/CC=O,-12417.16796875
[NH-][CH+]OC1(CO)CC1,-10910.7919921875
CC(C)[C@@H](O)CCC=O,-11576.607421875
C#CC#CCCC#C,-8385.849609375
CO[C@H]1[C@H]2[N@H+]3C[C@H]3[C@@]12O,-11944.58984375
O[C@H]1C[C@@]12N[C@H]1C[C@]12O,-11945.609375
CCC1=C[C@@H](O)C(=O)N1,-11949.13671875
C1C[C@]12C[C@@]1(CC1)O2,-9462.6591796875
C#Cc1cn[nH]c(=O)n1,-11745.8583984375
C#C[C@H]1Cn2ccnc21,-10330.1123046875
C[C@]12[C@@H]3O[C@H]1[C@@H]1O[C@H]2[C@@H]13,-11476.373046875
Nc1cn(C=O)c(O)n1,-12790.95703125
O=C1N[CH+][NH2+][C@H]1C1CC1,-11375.2373046875
CC[C@]1(C)[C@@H]2[C@H]3C[N@@H+]2[C@H]31,-9989.57421875
[NH-][C@H]1CCOCC(=O)O1,-12926.640625
O=C[C@H](O)C1CC(=O)C1,-12489.1572265625
N#CC[C@@]1(C#N)CCN1,-10800.73046875
C#C[C@@H]1CN1C(C)=O,-9867.3251953125
C#CC[C@]1(C)C[C@H]1CO,-10531.5927734375
C[N@@H+]1CC(=O)C[C@H]2C[C@H]21,-10970.080078125
C#Cc1noc(N)n1,-10708.9150390625
NC(=O)c1coc(N)n1,-12791.271484375
O=C1O[C@H]2C(=O)CC[C@@H]12,-12457.5927734375
C#CC(C#C)(C#N)CO,-10869.6455078125
Nc1ccnc(=O)cn1,-11779.6865234375
C#CCOC(=O)NC=O,-12893.5673828125
ONC1=C[C@H]2CC3[C@@H]1[N@H+]32,-11337.751953125
O=C1NCCCN1,-9303.1533203125
O=CC[C@]12C[C@@H]3[C@H](C1)[C@@H]32,-10499.2392578125
NC(=O)C(=O)CC1CC1,-11948.9111328125
C1=C2COCO[C@H]2CC1,-11511.1591796875
C#CC(=O)CC(=O)CO,-12455.69921875
C1N[C@@H]2[C@@H]3NC[C@H]1O[C@H]23,-11405.828125
[CH+]1[NH2+]C[C@H]([C@H]2CCO2)O1,-11947.6865234375
C[C@H]1COC([NH-])O1,-9843.2734375
N=C(C=O)NC[C@H]1CN1,-11843.2939453125
CN(CC1CC1)C(N)=O,-11440.2060546875
C[C@H]1Cn2cc(O)nc21,-11374.5712890625
C[C@H]1[N@H+]2C[C@]1(O[CH+][NH-])C2,-11404.7822265625
CC(=O)[C@H]1[C@@H](O)[C@H]2C[N@H+]21,-11946.96875
C[C@H]1[C@@]2(C)[C@H]3C[N@H+]3[C@@]12C,-9989.892578125
N#CCCOC[C@H]1CN1,-11406.2177734375
CC1OCC(NO)CO1,-12957.3515625
O=C1CC[C@H]2OC[C@H]2N1,-11948.6416015625
CC1(C)C[C@@]2(C=O)O[C@@H]12,-11510.3994140625
O=C1CCOC(=O)CC1,-12490.384765625
C[C@H]1[C@H]2C[C@@](O)(C#N)[C@@H]12,-10936.779296875
CNC(=O)[C@@](C)(O)CO,-12991.9248046875
C[C@@H]1[C@H](C)[C@H](O)[C@@H]2C[C@H]12,-10565.6455078125
CC[C@]12C[C@H]1C=C[C@H]2C,-9555.38671875
N#CCCC[NH+]1CC1,-9359.65234375
N#C[C@H](O)c1ccc[nH]1,-11342.7490234375
C#CCN/C(C=O)=N/C,-11373.2119140625
C[C@@H](CC=O)C(N)=O,-10912.7890625
c1ccnc[nH]cnc1,-10800.759765625
O=CC(=O)C12CC(C1)C2,-11477.0908203125
C[C@H]1C[C@@]2(CO)C[C@@]12C,-10565.033203125
C#Cc1cc(C)ccn1,-9895.1328125
C#CCC1=CCOC1,-9430.421875
Cc1ccn2c1C=CC2,-9928.294921875
C[C@@H]1C(=O)[C@H](CO)[N@H+]1C,-11980.3203125
COc1c[nH]c(N)c1,-10338.365234375
C1CC12[C@H]1[C@@H]3[C@H]1[C@H]1[C@@H]3[N@H+]12,-9924.7626953125
CC(C)C/C(CO)=N/O,-12012.14453125
N#CC[C@@]12CC=C[C@@H]1C2,-9927.2724609375
C[NH2+][CH+]OCC[NH+]1CC1,-11438.400390625
CC[C@H]1C=C[C@@H](CC)O1,-10566.1943359375
C#C[C@@H](C)CNC(C)=O,-10970.1591796875
C#CCO[C@H](C)CC,-9495.5947265625
CO[C@H]1C[C@H]2[C@@H](C)[C@H]2O1,-11543.2099609375
O=Cc1cncnc1O,-12321.6787109375
CC[C@H]1CC=C(C)C1,-8519.6630859375
Nc1ncncn1,-9134.244140625
C#C[C@]12C[C@@H]3[C@H]1[N@@H+]3[CH+][NH2+]2,-10328.919921875
C[C@H]1CO[C@H]2C[C@H]3[C@@H]1[C@H]32,-10532.4072265625
CNc1ncncc1N,-11271.9921875
CCCn1nn[nH]c1=O,-12281.2314453125
C#CC[C@@H](C)O,-7357.7880859375
C[C@@]12CC[C@H]3C=C[C@@H]1[C@H]32,-9522.9228515625
[CH+]1[NH2+][C@@H]2[C@@H]3[NH2+][CH+][N@H+]1[C@H]23,-9730.8662109375
C[C@H]1C=Cc2oncc21,-10904.732421875
CC[C@@H](C)CCCC=O,-10598.947265625
CC1(O)COC([NH-])OC1,-12958.728515625
Oc1ccc(O)c(F)n1,-13548.935546875
CCC1(CC)[C@@H]2OC[C@@H]21,-10564.5849609375
Nc1n[nH]c(NC=O)n1,-12686.96875
Cc1cc(C)cc(O)c1,-10502.6767578125
CC(=O)[C@@H](O)C(C)(C)C,-11576.8466796875
COC[C@@H]1C=CCCO1,-11543.3486328125
C[C@H]1[C@H]2C=C[C@@H]3C[C@H]2[N@@H+]31,-9958.2265625
O[C@@]12CC[C@@]13C[C@@H](C2)O3,-11509.4697265625
Cc1ccnc(C)n1,-9329.4638671875
C[C@H]1[C@H]2C[N@@H+]1[C@]2(C)C#N,-10394.5791015625
OC[C@H]1[N@@H+]2[C@H]3C[C@@H]2[C@]31O,-11944.990234375
C[C@H]1C[C@@H]2[C@H]1O[C@@H]2CO,-11542.5712890625
CC1(C)C(=O)[C@@H]2[C@H](O)[C@@H]21,-11510.640625
CC(=O)[C@]12N[C@H]1[C@H]1C[C@H]12,-10935.6884765625
CCC[C@H]1C[C@H]1CC#N,-9992.427734375
C[C@H]1CNC=C(C=O)C1,-10971.2099609375
Cc1nc[nH]c1CC#N,-10802.4541015625
Nc1c[nH]c(=O)cc1O,-12354.1240234375
O=C[C@@H](CO)C[NH+]1CC1,-11979.640625
C#CC1=C[C@H]2CC[C@@H]1O2,-10467.029296875
C[C@@H](O)[C@]12CC[C@H](C1)C2,-10565.5947265625
O=C1NC=C[C@H]1[NH+]1CC1,-11374.384765625
C[C@H](C#CC1CC1)CO,-10531.8671875
C#C[C@]12C[C@@]1(O)[C@@H]1C[C@@H]12,-10465.5302734375
C#C[C@]1(CO)C[NH2+][CH+]N1,-11373.4365234375
C1C[N@H+]2[C@@H]3[C@H]4[C@@H]3[C@@H](O1)[C@H]42,-10935.6005859375
CCc1ccoc1CO,-11511.681640625
CCCn1cncn1,-9797.9501953125
Nc1cn[nH]c1N1CC1,-11269.7021484375
CC1(C)OC[C@H]1OC=O,-12521.7109375
Cc1n[nH]c(N)c1C=O,-11812.7470703125
COC(=O)[C@H]1N[C@H]1C,-10911.6689453125
CCN1CC[C@@H](O)C1=O,-11981.9208984375
CNc1nonc1CN,-12279.7021484375
C#CC[C@@H]1[C@H](O)[C@@H]1CO,-11509.138671875
c1n[nH]c2c1CCCN2,-10834.2958984375
C[C@H]1O[C@@H](CO)[C@H]2N[C@H]21,-11979.9189453125
C[C@@]1([NH+]2CC2)COC1=O,-11947.66015625
C[C@]12C[C@H]1OC(=O)O2,-11420.7978515625
CC(C)C(=O)C[C@H]1CO1,-11543.5556640625
OC[C@]1(O)[C@@H]2[C@@H]3N[C@@H]3[C@@H]21,-11944.791015625
C#CC(C#C)[C@@H](C)C#C,-9454.23046875
CC1=C[C@@H](O)C(=O)OC1,-12489.943359375
Cn1ncnc(N)c1=O,-12249.7548828125
C[C@H]1C[N@H+]2C[C@@]3(O)[C@@H]1[C@@H]23,-10968.798828125
C1C[C@H]2O[C@@H]3C[C@H]2O[C@H]13,-11511.2685546875
[NH-]C1C[C@H](C2CCC2)O1,-10969.8271484375
C1=CCC2(C1)C[N@@H+]1C[C@@H]12,-9958.4599609375
O[C@H]1[C@@H]2C=CC[C@@]1(O)C2,-11510.8115234375
C#CC[C@@H]1CC=CCC1,-9522.2490234375
CCO[C@@H](C=O)[C@H]1CN1,-11979.6572265625
C[C@@H](C=O)[C@H]1COCO1,-12521.5859375
C[C@]12O[C@H]1[C@H]1OC(=O)[C@H]12,-12455.4326171875
C[C@@H](O)C(=O)OC1CC1,-12521.888671875
C[C@@H]1CO[C@]1(C)[C@@H](C)O,-11575.919921875
O[C@]12[C@@H]3C=C[C@H]1O[C@@H]32,-10407.7314453125
C#C[C@@H](CCC)COC,-10564.5732421875
CNc1nc(OC)co1,-12385.3837890625
CO[C@@]12C[N@H+]3[C@@H]([C@H]1O)[C@H]32,-11945.5263671875
C#C[C@]1(C)NC12CCC2,-9957.755859375
O=C1C[C@H](C2COC2)N1,-11947.7568359375
C[C@@H](CO)C1CC(=O)C1,-11543.71484375
CC1([C@@]2(C)CO2)CC1,-9496.0205078125
N#C[C@H]1C=C[C@H]2C[N@@H+]1C2,-10363.171875
O=C1C=C[C@H](O)C1NO,-12892.2548828125
CO[C@H]1COCCO1,-11484.7373046875
N#C[C@@H]1C[C@]1(N)C(N)=O,-11812.103515625
O=c1onc(O)o1,-11766.111328125
O=C[C@@]12C[C@@H](N1)C2=O,-10844.5986328125
CC1=C[C@@H]2C[C@H]1[C@H]2C,-8485.5703125
O=c1[nH]nccc1F,-11937.923828125
CC1=C(N)C[C@@H](O)C1=O,-11949.357421875
c1ccc([C@H]2CO2)nc1,-10905.7197265625
CC1=C[C@@H]2C[C@@]1(C=O)O2,-11477.2548828125
CCCc1ccco1,-9465.1123046875
C[n+]1ccc([NH-])c(O)n1,-11811.734375
O=C1C[N@@H+]2[C@H]1[C@@H]1C[C@@H]12,-9866.65625
C[C@H]1CCC[C@H]1NC=O,-11003.970703125
C[C@]12O[C@H]1C(=O)CC2=O,-12456.91796875
C[C@H]1C[C@H]2C[C@@H](O)C=C21,-10532.6884765625
CC1(C)C[C@@H](O)[C@@]12CN2,-11001.6943359375
C[C@@H]1C=CC(=O)CC1,-9465.3125
O[C@@]12CC=C[C@@H]1OC2,-10441.4775390625
C[C@H]1[C@H]2C[C@]1(C)[C@H]1C[N@@H+]21,-9990.7421875
C[C@]12C[C@]3(CO)C14OC423,-11508.333984375
c1cc2cc[nH+]nc2[nH]1,-10769.3056640625
N#CCCNCC#N,-9764.7265625
C[C@H]1C[C@H](C(=O)CO)C1,-11543.8203125
C[C@H]1C[C@@]12C=C[C@H]1N[C@H]12,-9958.6328125
OCc1noc(CO)n1,-13362.48828125
C[C@]12CC[NH2+][C@H]1OC2,-9900.46875
C1=C[C@@H]2CC[C@H](OC1)O2,-11511.185546875
C[C@@H]1O[C@]1(C)[C@@H](C)C#N,-10970.25
CCC(=O)C[C@@H](C)OC,-11576.7314453125
O[C@H]1C[C@@]2(O)CO[C@@H]12,-11450.9892578125
OCCOCCO,-10448.1220703125
C[C@H]1[C@@H](C(N)=O)C1(C)C,-11003.669921875
C[C@@]12C=C[C@H]3C=C[C@@H]1[N@H+]32,-9926.537109375
C#C[C@H](OC)[C@H]1N[C@H]1C,-10967.767578125
CO[C@H]1C[NH2+]C(C#N)O1,-12352.6357421875
CC[C@H]1[C@H]2OCC[C@]21C,-10565.609375
C[C@]12C[C@H]1[N@H+]1C[C@H]12,-7851.7568359375
CCc1[nH]nc(C)c1N,-10866.8916015625
CC1=CC[C@H]2O[C@H]2CC1,-10532.994140625
Cc1cnn(CC=O)n1,-11811.7783203125
OC[C@]12OCO[C@H]1[C@H]2O,-13498.03515625
CC[C@H]1N[C@H]1[C@@H](C)O,-9965.81640625
CCN(C)c1cc[nH]n1,-10866.4326171875
N#C[C@@]12C[C@@H](CC1=O)N2,-11341.5849609375
C[C@H]1[C@H]2C[C@]1(O)[C@H]2C,-9495.4560546875
O[C@H]1[C@@H]2C=C[C@H]1OC2,-10441.7431640625
N#Cc1cccc(O)c1,-10874.4560546875
C[C@H]1[C@H]2[C@H]3C[C@@H]1O[C@@]23C,-10533.416015625
C[C@]12CO[C@H]1[C@H]2O,-9404.171875
C[C@H]1OCC[C@@]2(C)N[C@@H]12,-11002.46484375
CO[C@@]12C[N@H+]3C[C@@H]1[C@H]32,-9898.33984375
COCCC(=O)C(N)=O,-12959.43359375
Cc1c[nH]c([C@H]2CN2)n1,-10834.046875
CC1(C)C[C@@]2(CO)C[C@@H]12,-10564.9716796875
O[C@H]1CNc2[nH]ncc21,-11811.3876953125
CC[C@H]1[C@H]2CC(=O)C[N@H+]21,-10970.1171875
O=C1[C@@H]2[C@@H](CO)[C@H]3[C@@H]2N13,-11913.732421875
O=C[C@H]1CN1,-6726.09716796875
NC1=CC(=O)NC=NC1,-11812.6484375
CO[C@@H](C)C[NH+]1CC1,-9965.0634765625
N=C(NC=O)NCC=O,-12822.94921875
O=C[C@]12C[C@]3(O)[C@H](N1)[C@@H]32,-11913.1005859375
CC[C@@H]1[C@H](C)[C@@H]2[C@H](O)[C@H]12,-10564.87109375
C[NH2+]C1ON=CC=C1O,-12351.59375
C[C@H]1[C@@H]2CCC[C@@]1(C)C2,-9588.2626953125
C#C[C@]12C[C@@H](O)C[C@H]1O2,-11477.0126953125
CC(=O)N1[C@@H]([NH-])[C@@H]2C[C@@H]21,-11374.3876953125
C#CC(=O)NCC,-8831.8828125
Oc1cc(F)c(F)cn1,-14202.32421875
CN[C@H]1CC1(C#N)C#N,-10800.548828125
C[C@]12CCC[C@@]1(C#N)O2,-10938.0185546875
C[C@H]1OCO[C@H]2CO[C@H]21,-12520.91796875
C[N@H+]1[C@H]2CNC(=O)[C@]21C,-11407.5078125
CCOC1(C#N)CCC1,-10969.994140625
Nc1cc2[nH]ccc2o1,-11342.669921875
O[C@@]12CC=CC[C@@H]1C2,-9464.021484375
CC[C@]12CC[C@](C)(C1)O2,-10565.8427734375
N#CC(=N)N(C=O)C=O,-12757.2900390625
C#CC1(CC)COC1,-9462.5390625
O=C1C=CNC1=O,-9778.583984375
Nc1n[nH]c(N)c1CO,-12281.2412109375
C#C[C@@]12CC[C@@H]1NC2=O,-10903.9775390625
CC[C@@H]1C=C[C@@H]2C[C@@H]2O1,-10532.85546875
C[C@H]1[C@]2(O)C[C@@]1(CO)C2,-11542.1220703125
C#C[C@@H]1[C@H](C)[C@@H]2[C@H](C)[N@@H+]21,-9957.18359375
O[C@@]12CO[C@]1([C@H]1CO1)C2,-12486.6259765625
CN[C@]1(C=O)[C@@H]2OC[C@@H]21,-11946.392578125
O=CCNc1[nH]nn[nH+]1,-12684.37109375
O[C@@]12C[C@]1(O)[C@H]1C[C@H]12,-10440.3017578125
C#C[C@H](CC=O)CCC,-10532.5166015625
CCC(=O)c1cc[nH]c1,-10939.1640625
CCC#C[C@@H](C)[NH+]1CC1,-9990.6708984375
N#CCC#CCC=O,-9835.3662109375
C1=C[C@H]2N[C@@H]3[C@H]2O[C@@H]3C1,-10936.080078125
C[C@]12C[C@@H](C=O)[C@@]1(C)C2,-10532.8095703125
[NH-]C1Cc2[nH]nnc2N1,-11674.7236328125
C[NH2+][C@@H]1O[C@]23C[C@H](C2)[C@H]13,-10933.7412109375
C#CC1(C#C)C[C@H]2C[N@H+]21,-9890.6689453125
C[C@H]1CC(=O)[C@@](C)(O)C1,-11544.7607421875
O=C1CNC(=O)CN1,-11317.8408203125
CN(C=O)[C@H]1CNC1=O,-12385.830078125
CC1=C(C=O)CCN1C,-10970.96875
CCc1cncnc1C,-10398.345703125
Oc1nc(O)nc(O)n1,-13769.94140625
N#CCCNCCC#N,-10833.9248046875
C[C@@]12C=C[C@@](CO)(C1)O2,-11509.720703125
CCC#C[C@H]1C[N@H+]1CC,-9990.76171875
C[C@H]1OCC=C[C@H]1O,-10474.70703125
[NH-]C1OC[C@@]1(O)C=O,-11856.6474609375
C1C[C@@H]2C[C@]2(C2CC2)C1,-9554.9853515625
C[NH2+]C1O[CH+][CH+](C#N)O1,-12320.0302734375
C#C[C@H](N)c1nnon1,-12212.7158203125
C#C[C@]12N[C@@H]3C(=O)[C@H]1[C@@H]32,-10869.4208984375
Cc1nc(=O)c(O)c[nH]1,-12354.3095703125
C[C@H]1[C@@H](C#N)[C@@]12CCO2,-10936.955078125
CC[C@@H](C)[C@@H]1C=CCC1,-9588.4521484375
Nc1cnnc(F)c1,-11396.74609375
C[N@@H+]1[C@H]2[C@@H]3N[C@@]2(C)[C@@H]31,-9356.83984375
N#C[C@]12C[C@H]1OCO2,-10845.666015625
CC(=O)C(=N)NC1CC1,-11407.33203125
CNC(=O)OC,-8807.2841796875
C#CC[C@H](O)C(=O)C=O,-12455.38671875
CCCCNC(=N)C#N,-10866.658203125
N#C[C@@H]1C[C@@H]1O,-7762.82568359375
CC[NH2+][CH+]OC1COC1,-11979.5712890625
[NH-]C1OC[C@@H]1OCCO,-12957.7177734375
c1nc2c(o1)[C@H]1C[C@@H]2N1,-11340.337890625
C[C@@]12CCC(=O)[C@@H](C1)O2,-11511.453125
C#C[C@@](C)(O)[C@H]1CCO1,-11509.3037109375
C[NH2+][CH+]O[C@@H]1C=CCO1,-11947.8134765625
CC1(C(CO)CO)CC1,-11575.4033203125
O=C1[C@H]2O[C@@H]3[C@H]4[C@@H]3N1[C@H]42,-11881.0234375
O=C1CO[C@H]2[C@@H](O)C[C@@H]12,-12488.748046875
C[N@@H+]1CC(=O)N2C[C@@H]2C1,-11406.771484375
ON[C@@H]1[C@H]2[C@H]3C[C@@H]1[C@@]23O,-11912.30078125
N#CCOCC(=O)C#N,-12319.546875
[NH-]C1N=CN=NO1,-10108.6376953125
O[C@]12CN[C@H]1[NH2+][C@H]1C[C@H]12,-11372.9931640625
