smiles,epsilon_HOMO
C#CC1(CCC=O)CC1,-6.723933219909668
N#C[C@H]1[C@H]2O[C@@H]1[C@H]1O[C@H]12,-7.2899298667907715
CCc1onnc1O,-6.489915370941162
C[C@H]1[C@H]2C[C@@H](CC=O)[C@@H]12,-6.647741317749023
C[C@H]1N[C@H]1[C@H]1C[NH2+][CH+]O1,-6.628693580627441
C1C[C@@]23O[C@H]4C[C@@]12O[C@H]43,-6.171542167663574
C[C@@H](CO)[C@H](C=O)CO,-6.631414413452148
C1C[N@H+]2[C@@H]1[C@@]21C[C@H]2N[C@H]21,-6.149773120880127
O=CC[C@H]1C[C@H]1C=O,-6.922576904296875
c1ncc2c[nH]cc2n1,-5.69262170791626
[NH-]C1NC[C@H]2O[C@@]12C=O,-6.612366676330566
CO[C@H]1C[C@]2(CO2)C1=O,-6.285830497741699
C[C@@]12CCC[C@H](O)[C@@H]1C2,-6.783798694610596
CC[C@@H](O)c1c[nH]cn1,-6.168820858001709
CCOC[C@H]1OCC1=O,-7.080402374267578
CC#Cc1cnc(O)o1,-5.6844587326049805
[NH-]C1=C[C@@H]2NCC[C@@H]2O1,-5.673573970794678
N#C[C@@]1(C[C@H]2CO2)CO1,-7.562044143676758
N#C[CH+]1NON=NC1[NH-],-8.09538745880127
C[C@@H](O)[C@H](C#N)CCO,-7.450477123260498
C[C@@H](O)[C@@]1(CCO)CN1,-6.59604024887085
[NH-]C1C=C(F)C(N)=NO1,-6.130725383758545
CCOC1(C)CCC1,-6.547059535980225
COC1=NCC([NH-])N1C,-5.869495868682861
C[C@H]1[C@H]2[C@H]3OC[C@]1(O)[C@H]32,-6.231407165527344
C[C@@]12C(=O)N[C@@H]1[C@@H]1O[C@@H]12,-6.566107273101807
CC[C@]12[C@@H]3[C@@H]4C[C@H]1[C@H]2[N@H+]34,-5.937524318695068
C[C@]12C[N@H+]1[C@@H](C#N)[C@H]2N,-6.617809295654297
Cc1cc2n(n1)CC=C2,-5.779698371887207
C[C@]1(O)[C@@H]2OC(=O)C[C@@H]21,-6.925297737121582
C#C[C@@]1(C)C[C@@H]2N[C@@]21C,-6.1769843101501465
CCc1cc(C=O)[nH]n1,-6.998768329620361
Cc1coc2[nH]cnc12,-5.458603858947754
C#CC[C@@H](C#N)CCC,-7.445035457611084
C[C@H]1C[C@@]2(C)C[C@@]2(C)C1,-6.710327625274658
CC1(NC(N)=O)CC1,-6.487194061279297
N#C[C@@]12CC[C@@H]1[C@@H]2O,-7.32802677154541
ON[C@H]1[C@@H]2N[C@H]1[C@@H]2O,-6.80828857421875
Nc1cc(F)ccn1,-5.9892258644104
CC1(C)[N@H+]2C[C@@]13CC[C@@H]23,-5.540238380432129
C[C@@]12C[N@H+]3C[C@@H]1[C@]32C#N,-6.783798694610596
CO[C@@]1(C)C[C@H]1[C@@H](C)O,-6.715770244598389
C1CC12C[C@]1(CN1)CO2,-6.383790969848633
CC(=O)C(=O)C(=O)CO,-6.89264440536499
C[C@@H]1C=C[C@](O)(CO)C1,-6.726654529571533
CC(C)[C@@H](O)[C@H]1N[C@H]1C,-6.590597629547119
C[C@@H](C#N)[C@H]1CO[CH+][NH2+]1,-7.142988204956055
CC1(C)CC(O)(CO)C1,-6.936182498931885
CC1=C[C@@H](O)C(=O)C1,-6.753865718841553
Cc1cc(=O)ocn1,-7.102171897888184
N#Cc1cncc(F)n1,-8.021917343139648
NC1=N[C@H]2C[C@H]2OC1=O,-6.266781806945801
CCCCOC=O,-7.523947715759277
O=CNC[C@@H]1C=CCC1,-6.487194061279297
CCC[C@@H]1[C@@H]2CC[C@H]1O2,-6.536174774169922
Cc1cnn2c1OCC2,-5.6463623046875
Cc1cc(O)cc(F)c1,-6.051812171936035
C[C@H]1COCC(=O)N1,-6.42460823059082
Cc1nnn(C)n1,-7.499457359313965
C#CCCc1ccco1,-5.953851222991943
O=C1COCC(=O)C1=O,-6.88720178604126
C[C@]12N[C@H]1C[C@@]21CCO1,-6.076302528381348
CC(C)[C@@]12C[N@H+]3C[C@@H]1[C@H]32,-5.953851222991943
N#C[C@H]1C[C@H]2C34OC23[C@H]14,-6.745702266693115
C#C[C@]12C[C@H]1[C@H](C#N)O2,-6.968835830688477
C[C@H]1COCC1=O,-6.59604024887085
C#C[C@H]1OC[C@H]2C[C@@H]1C2,-6.922576904296875
C[C@H]1CC=CC(=O)C1,-6.39195442199707
O=C[C@H]1CNC1=O,-7.006931781768799
C[C@H]1CC(=O)OC1(C)C,-7.025979518890381
C[C@H]1[C@@H](C)C2(CC2)[C@H]1O,-6.74298095703125
N#C[C@H](N)[C@H]1CN1C=O,-7.227344036102295
N#C[C@@]12CCC[C@@H]1C2,-7.494016170501709
CCC#CCCCC#N,-6.9008073806762695
N#C[C@@H]1CC[C@@]1(O)C=O,-7.651841640472412
O=C1C[C@H]2[C@H]3N[CH+][C@@H]1[C@@H]23,-5.436834812164307
[CH+]1[NH2+]C[C@]23[C@@H]4N[C@H]2[C@@H]4[N@H+]13,-6.016437530517578
CN1CC=CCNC1=O,-6.051812171936035
CC(C)(C)[C@@H](O)CO,-6.914412975311279
C1O[C@H]2[C@H]3[C@@H]4[C@H]5[C@H]([N@@H+]35)[C@@]142,-6.394675731658936
CC[C@H]1OC([NH-])[C@H]1C#N,-7.755244731903076
[NH-]C1O[C@@]2([C@H]3CN3)C[C@@H]12,-6.737539291381836
C/C(=N\O)[C@@]12CO[C@@H]1C2,-6.348416328430176
CC[C@@H](C=O)[N@H+]1C[C@H]1C,-6.413723468780518
C[C@H]1CO[C@H]2CC=C[C@H]21,-6.440935134887695
O=C1C[C@H]2C[C@H]3[C@@H]1[C@@H]23,-6.280387878417969
CC(C)[C@]1(C)C[C@H](C)C1,-7.382448673248291
CO[C@@](C)(C#N)C1CC1,-7.551159858703613
C[C@H]1[C@]2(C)[C@H]3N[C@@H]2[C@]31O,-6.168820858001709
Cc1nc(NC=O)co1,-5.975620269775391
CO[C@]12C[C@H](C1)[C@H]2C=O,-6.628693580627441
C[N@@H+]1C[C@H]2OCCC[C@H]21,-5.708949089050293
Cc1nc(N)cn1C=O,-5.434113502502441
COc1cc([NH-])[nH+]nn1,-6.00283145904541
C[NH2+][CH+]Oc1ncc[nH]1,-5.823236465454102
O[C@H]1[C@H]2C[C@]1(C1CC1)C2,-6.805567264556885
N#C[C@H]1C[N@H+]2C[C@@H]12,-7.088566303253174
C#C[C@@H]1OC[C@H](C)[C@@H]1O,-7.012373924255371
OC[C@]12[C@@H]3[C@H]4[C@H](C[N@H+]41)[C@@H]32,-6.079023361206055
C#C[C@]1(C)[C@H]2[C@@H]3C[C@H]2[C@@H]31,-6.82189416885376
C[C@]12COC3(CC3)[C@H]1O2,-6.351137638092041
C[C@H]1CC2=CCCO[C@H]21,-6.323925971984863
CCC(C)(C)CC(C)C,-7.888580799102783
CC#C[C@@H]1C[C@@H]1CCC,-6.106235027313232
C[N@@H+]1C[C@@H](O)[C@H]1CO,-6.16065788269043
Cn1c(CO)coc1=O,-5.801467418670654
Cc1oc(O)nc1CO,-5.834120750427246
CCc1ccncc1C,-6.661347389221191
C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[CH-]C[C@H]42,-5.2300286293029785
Cc1cc([C@H]2CN2)n[nH]1,-5.910312652587891
C#Cc1cnoc1,-6.791961669921875
CCC#CCCOC,-6.593318939208984
O=C1C[C@@]2(CN2)[C@H]1CO,-6.838221549987793
CO[C@H]1[C@H]2COC=N[C@H]21,-6.092629432678223
C#C[C@@]1(C)N[C@@H]1CCC,-6.386512279510498
OCc1ccnc(O)c1,-6.225965023040772
C[NH2+]C1O[C@H]2CCO[C@@H]12,-6.740260601043701
C[C@@]1(CCO)C[C@H]2C[C@H]21,-6.838221549987793
CO[C@@H](C#N)C1(C)CC1,-7.717149257659912
C[C@@]1(N)[C@H]2C[C@]1(C#N)N2,-6.89264440536499
C#C[C@H](O)[C@@]1(C#C)CN1,-6.955230236053467
Nc1coc(=O)c(F)n1,-6.005552768707275
c1cnn2ccnc2c1,-6.133446216583252
O[C@H]1[C@H]2C[C@]3(CC[C@H]13)C2,-6.90625
C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,-6.576991558074951
O=C[C@]1(O)C[C@]2(CO2)C1,-7.273603439331055
[NH-]C1N[C@@]23CC[C@@H]2O[C@@H]13,-6.220522880554199
CO[C@@H](C)CCC(N)=O,-6.16065788269043
O=CCOC[C@H]1CO1,-7.053191184997559
C[N@H+]1C[C@H]1c1ccno1,-6.332089424133301
C[C@@H]1[C@H](O)[C@H]2[C@@H](C)[C@@H]12,-6.587876319885254
Cn1ccc(O)c1CO,-5.1157402992248535
C[C@H]1[C@H]2CC[C@]1(C)CC2,-7.594697952270508
C[C@H]1CCN1C(N)=O,-6.351137638092041
O=C[C@H]1CO[C@H]1C1CC1,-6.7320966720581055
N#Cc1ncccn1,-7.651841640472412
O=C1CCC12CC=CC2,-6.43821382522583
C1COCCC2(C1)CC2,-6.547059535980225
C[C@@](O)(CCO)[C@H]1CN1,-6.253176689147949
C#C[C@@H]1C=CC[C@@H]1CC,-6.650462627410889
C1=Nc2nnoc2CO1,-6.476309776306152
C#C[C@@](C)(CC)O[CH+][NH-],-7.066796779632568
C[C@H]1CO[C@H]2C[N@H+]3[C@@H]1[C@@H]23,-6.3783488273620605
O[C@H]1[C@H]2CO[C@]21C1CC1,-6.2450127601623535
CCC(=O)OC(C)(C)C,-7.034143447875977
N#C[C@@]12C[C@H]3O[C@@H]1[C@]32N,-6.631414413452148
C[C@]12C[C@]3(CN3)[C@H]1CO2,-6.492636680603027
O=C[C@H]1[C@H]2[C@H]3C[C@@H]1O[C@H]32,-6.582434177398682
C#C[C@@]12[C@@H]3[C@H]4C[C@@H]3[C@@H]1[C@H]42,-6.038206577301025
C[C@H]1[C@@H](O)[C@@H](O)C1(C)C,-6.582434177398682
C[C@H]1O[C@]2(C#N)[C@H]1[C@@H]2O,-7.110334873199463
CC1(C)O[C@@H](CO)[C@H]1O,-6.625972270965576
O=C1CC[C@@H]1CCO,-6.522569179534912
C[C@H]1CN(C=O)C1(C)C,-6.397397041320801
C[C@H]1[C@H]2CC[C@]1(C)OC2,-6.3103203773498535
C[C@@]1([C@H]2CO2)CCO1,-6.606924533843994
Cn1ncc(N)nc1=O,-6.495357990264893
N#C[C@H]1CC[C@H](C=O)O1,-7.186526775360107
N#C[C@]1(O)COC12CC2,-6.82733678817749
Cn1ncc2c1NCC2,-5.096692562103272
C[C@H]1[N@H+]2[C@H](C#N)C[C@@]12C,-6.7674713134765625
CC1(C)O[C@H]1CO[CH+][NH-],-6.963393688201904
[NH-]c1nn[nH+]cc1N,-5.390575408935547
C[C@H]1O[C@@H]2[C@@H]3CO[C@@]21C3,-6.220522880554199
O=C1CN[C@H]2[C@H]3C[N@H+]3[C@@H]12,-6.345695018768311
CNc1ncc[cH+]o1,-6.1769843101501465
C#CC(=O)C1(O)CC1,-6.971556663513184
CC1(C)OC(=O)[C@H]1C=O,-7.32258415222168
CN(C=O)CC#CC=O,-7.16475772857666
C#C[C@@H]1N[C@@H]1CC=O,-6.623250961303711
COc1[nH]c(N)cc1C,-4.693964004516602
CNc1coc(C)c1N,-5.006895065307617
CC[C@@H]1C=CCC=CC1,-6.337531566619873
CN1C(=O)[C@H]2[N@H+]3C[C@]21C3,-6.351137638092041
CO[C@H]1[C@H]2NC[C@]21C#N,-6.459982872009277
O=C1[C@H]2O[C@H]2C[C@H]2O[C@@H]12,-6.8137311935424805
C[C@H]1OCC[C@H]2CC[C@H]21,-6.519847869873047
C#C[C@]1(C=O)[C@H]2C[N@@H+]1C2,-6.590597629547119
N#CC[C@H]1C[NH2+][CH+]O1,-7.284487724304199
C[C@H]1[C@@H]2COC([NH-])[C@H]1C2,-6.824615955352783
[NH-][CH+]OC(=O)C(N)=O,-7.162036895751953
CC(C)c1n[nH]c(=O)[nH]1,-5.964735984802246
CCCCC(C=O)C=O,-7.004210948944092
O=C1C=C2[C@@H](C1)[N@H+]1C[C@@H]21,-6.568828582763672
C1=C[C@@H]2CCCC[C@H]2C1,-6.337531566619873
C[N@H+]1[C@@H]2CC[C@@]1(C#N)C2,-6.255897521972656
OC[C@]12CC[C@H]1CC2,-7.053191184997559
N#C[C@@H]1NC[C@@H]1CO,-6.802846431732178
O=CNC=O,-7.096729278564453
C[C@H]1COCC(=O)CO1,-6.451819896697998
C[C@]1(C#N)C=CCOC1,-7.224623203277588
C[C@@]1(C#N)C[C@H]2OC[C@H]21,-7.110334873199463
O=C(CO)NC[C@H]1CO1,-7.001489162445068
O=Cc1ccccc1O,-6.48447322845459
C[C@H]1CCCOC=N1,-6.48447322845459
CCc1cc(CO)co1,-5.80418872833252
C1[C@@H]2[C@H]3[C@@H]4[C@H]3[C@@H]3[C@H]1[N@@H+]3[C@H]24,-5.855890274047852
Nc1[nH]nnc1NC=O,-5.608266830444336
[NH-][C@H]1OCOC[C@H]2C[N@H+]21,-6.707606792449951
C[N@H+]1[C@@H]2C[C@H]1[C@@H]2NO,-6.225965023040772
C[C@H]1O[C@H]2C[C@]21O[CH+][NH-],-6.582434177398682
CNc1cnc(C=O)o1,-5.779698371887207
C1=C[C@]2(CO2)[C@@H]2C[C@@H]2C1,-6.462704181671143
[NH-][C@@H]1OCCCCC1=O,-6.778356075286865
O=C1N[C@H]2C[C@H]2[C@H]2N[C@@H]12,-6.23957109451294
CO[C@]12[C@@H]3N[C@H]1[NH2+]C[C@@H]32,-5.910312652587891
C1C[C@H]2[C@@H]3COC[C@H]2[C@H]13,-6.647741317749023
O=CNc1nc[nH]c1O,-5.121182918548584
C[C@]12CO[C@H]1CC([NH-])O2,-7.058633804321289
CN(C)C(=O)C(=O)C#N,-7.404218196868896
COC[C@H]1C[C@H](C#N)O1,-7.393333435058594
C[C@@H](CO)C12C[NH+](C1)C2,-6.125282764434815
CC#C[C@@H](CC)CO,-6.606924533843994
CC(C)[C@H]1O[C@H]1CC=O,-6.963393688201904
O=C1OCC[C@@H]2C[C@]12O,-6.8980865478515625
Cc1nc(=O)cno1,-7.104892730712891
C[C@@H]1[C@H](O)[C@H](C)O[C@@H]1C,-6.440935134887695
COCC#CC(F)(F)F,-7.466804027557373
[NH-][CH+]Oc1ccncn1,-7.200132846832275
Nc1cc(F)nc(F)c1,-6.585155487060547
CCc1ccoc1N,-5.687179565429688
OCCCc1cnon1,-7.545717239379883
CC(C)[C@H]1O[C@H]1C(N)=O,-6.838221549987793
COC(=O)[C@]12C[C@H](C1)N2,-6.59604024887085
CCC1=C(C)C[C@@H](C)C1,-5.836842060089111
CC[N@@H+](C)C(C)(C)C#N,-6.100792407989502
CC[C@H]1CNC(=O)O1,-7.072239398956299
C[C@@H](CO)c1cnno1,-7.344352722167969
CC[C@H]1[C@H]2C34OC23[C@]14O,-6.171542167663574
O[C@H]1C[C@H]1[C@H]1[C@H]2CO[C@H]21,-6.269503116607666
[NH-]C1O[C@H]2[C@H]3CC[C@@]12O3,-7.26271915435791
O=C1C=CC[C@@H](O)CC1,-6.538896083831787
O[C@H]1C[C@H]2CC3(CC3)[C@H]21,-6.707606792449951
O=C1NC[C@@H]2[C@H]3C[C@@H]2[C@@H]13,-6.367464065551758
CC(=O)NC(=N)C(C)C,-6.59604024887085
C#C[C@@H](C)C[C@H]1CO1,-7.053191184997559
C[C@@H]1CC[C@H](C)O[C@@H]1C,-6.53073263168335
NC(=O)Nc1cnno1,-6.666789531707764
C[C@]12[C@H]3CC[C@@H]4[C@H]3[C@H]1[N@@H+]42,-6.125282764434815
CC[C@H]1O[C@]1(C)C#N,-7.964772224426269
C1=NCc2nonc2N1,-6.631414413452148
CC#CCc1cc[nH]n1,-6.411002159118652
C[N@@H+]1CC[C@@]2(C#N)C[C@@H]12,-6.00283145904541
CO[C@]1(C)[C@@H]2O[C@H]1C2=O,-6.996047019958496
N#C[C@H]1CNCC(=O)O1,-6.786519527435303
O=C[C@]12C[C@@H]3[C@H]1[N@@H+]3C2,-6.704885482788086
O[C@H]1C[C@H]2CC[C@@]2(O)C1,-6.628693580627441
OCCC[C@H]1C[C@@H](O)C1,-6.88720178604126
O=CN[C@H]1CC[C@@]12CN2,-6.351137638092041
COCc1ccn[nH]1,-6.302156925201416
C[C@H]1C[C@@]2(O)[C@@H](O)C[C@@H]12,-6.615087985992432
CC(C)C#CCCO,-6.590597629547119
N#CC[C@@H]1[C@H](O)[C@@H]1C=O,-7.072239398956299
CC1(CC2(O)CC2)CC1,-6.39195442199707
CNc1ncnc(=O)o1,-7.028701305389404
CC[C@@]12O[C@H]3C[C@@H]1O[C@H]32,-6.544338226318359
O=C1C[C@H]2CC[NH2+][C@H]2N1,-6.8001251220703125
CC(=N)N1CCOC1=O,-7.053191184997559
C[C@H]1C2[C@H]3OC(=O)[C@H]3[N@H+]21,-6.824615955352783
O=C1NCCC[C@@]12CO2,-6.54978084564209
COC(=O)[C@H]1NC1(C)C,-6.756587028503418
CC/C(=N\O)[C@@H](C)C=O,-6.615087985992432
C[C@@H](O)[C@@H]1C=CCCC1,-6.2749457359313965
C[C@](C=O)(CO)C(N)=O,-6.783798694610596
CCN(C)c1ccco1,-4.696685314178467
COCCOC[C@@H](C)O,-6.604203224182129
Cc1cc(C)c(N)o1,-5.417787075042725
CO[C@@H](C)c1cnco1,-6.525290489196777
CO[C@H]1[C@H]2C[C@]1(C=O)C2,-6.582434177398682
Oc1cc2c([nH]1)CC=C2,-4.514369010925293
O=CC[C@@H]1CC[C@@H]1NO,-6.631414413452148
CC1=CC[C@]2(O)C[C@H]1C2,-6.125282764434815
[NH-]C1O[C@@H]2C[C@H](CO)[C@H]12,-7.064075946807861
C[C@@H](O)C[C@@]12CC[N@@H+]1C2,-6.155215263366699
CCc1c(C)n[nH]c1O,-5.659968376159668
NC(=O)/C(N)=N/C1CC1,-6.051812171936035
O=CC1=CNCC(=O)C1,-6.013716220855713
c1onnc1C[NH+]1CC1,-6.88720178604126
Nc1cc(CO)[nH]c1O,-4.8599534034729
CC(C)C(=O)NCCO,-6.451819896697998
C#C[C@H](C)/N=C(\N)OC,-6.3620219230651855
C[C@H]1C=CC(=O)C1=O,-6.3130412101745605
C1C[C@]23C[C@H]2CO[C@@H]3[NH2+]1,-6.473588943481445
CO[C@@H]1[C@H]2O[C@@H]1C[C@H]2C,-6.631414413452148
C#C[C@H]1OC[C@H](C)O1,-7.069517612457275
CC(C)OC[C@@H](N)C#N,-7.162036895751953
N#C[C@@H]1[C@H](O)[C@@]1(O)C#N,-7.913071155548096
[NH-]C1OCCCO1,-6.625972270965576
C#C[C@@H]1CC(=O)N2C[C@H]12,-6.870874881744385
Cc1c[nH]c(C(N)=O)n1,-6.152494430541992
N#CC#CC1=NCCO1,-7.308978080749512
O=COc1n[nH]cc1O,-6.198753356933594
CC1=C[C@@H](CC=O)OC1,-6.381070137023926
N#C[C@H]1[C@@H]2N[C@H]1[C@H]2C#N,-7.777014255523682
C[C@H]1O[C@H]1[C@H](C#N)CO,-7.646399021148682
C[C@]12[C@H](C#N)[N@@H+]3[C@H]1C[C@@H]32,-6.903528213500977
O=C[C@H]1CC12CC(=O)C2,-6.952508926391602
O[C@@H]1[C@@H]2C[C@H]3[C@@H]2[C@H]2[C@@H]1[C@@H]32,-6.449098587036133
C[C@]1(CO)C=CCOC1,-6.557943820953369
NC(=O)c1cnno1,-7.670889377593994
C[C@@]12C=C(C#N)C[C@@H]1O2,-7.205575466156006
C[C@H]1CO[C@H](O[CH+][NH-])C1,-7.080402374267578
Nc1ncoc1OC=O,-5.948409080505371
C[C@]12N[C@H]1[C@@]1(O)C[C@H]12,-5.551122665405273
C[C@@]12NC[C@]1(O)CC2=O,-5.981062412261963
O=C1COCCC12CC2,-6.318483829498291
C#C[C@@H]1CC(=O)[C@@H]2C[N@H+]12,-6.691279888153076
CCC1CC(=O)C1,-6.508963584899902
CC#CCCOC(C)[NH-],-6.658626079559326
C1=C[C@H]2C[C@H]3O[C@@H]1[C@@H]23,-6.3266472816467285
Cn1nnc2n[nH]nc21,-7.113056659698486
CNC1=NC=C(F)NO1,-6.9661149978637695
c1nonc1C1CC1,-7.52122688293457
N#C[C@@]12[C@H]3C[N@@H+]1[C@@H]2CO3,-7.1184983253479
O=C1C[C@@]23C[C@@]12O[CH+][NH2+]3,-6.7810773849487305
O=C1C[C@H]2CC=CC[C@@H]12,-6.323925971984863
CC[C@H]1Cn2ccnc21,-5.828679084777832
CCC(=O)C#C[C@H]1CN1,-6.9008073806762695
CCC#CC1(C)COC1,-6.704885482788086
CO[C@]12C[N@H+](C1)[C@H]1C[C@H]12,-5.975620269775391
O=C1O[C@@H]2C[C@@]1(O)[C@H]2O,-7.32802677154541
O[C@@H]1C[C@@H]2[C@H](O)[C@]12O,-6.492636680603027
C[C@@]12C[C@]1(O)[C@@H](O)CO2,-5.940245628356934
Cc1cc2c(o1)C=CC2,-4.99873161315918
O=C1[C@@H](O)CC[C@]12CN2,-6.658626079559326
[NH-]C1NC[C@H]2CN2C1=O,-6.576991558074951
CC[C@@]12C[C@H](C)[C@@H](C1)O2,-6.528011322021484
C[C@H]1CC[C@@]12CCOC2,-6.636857032775879
CC(C)Cc1cn[nH]n1,-7.001489162445068
[NH-]C1C[C@](O)(C=O)CO1,-7.4069390296936035
Cc1cnnn1CC=O,-7.012373924255371
N#C[C@]12C[N@H+]1[C@H]1C[C@@H]2C1,-7.064075946807861
O[C@@]12C[C@@H]3CC[C@@H]3[C@@H]1C2,-6.832778930664063
C#CC1=CNC([NH-])[C@@H]1O,-5.657247066497803
C[C@H]1CC=CC12CCC2,-6.264060974121094
C[C@]12C[C@H]3C[N@H+]3[C@H]1[C@H]2O,-5.951130390167236
C[N@H+]1C[C@@]12COC([NH-])C2,-6.525290489196777
CCCC(=O)C1CCC1,-6.451819896697998
C[C@@]1(CO)O[C@H]1C=O,-7.156594753265381
O[C@H]1C[C@@H]2C=C[C@H]1OC2,-6.612366676330566
O=C1CCCNC1=O,-6.508963584899902
CC[C@@]1(C(C)=O)C[N@H+]1C,-6.225965023040772
NC1=CC(=O)CCC1=O,-6.364743232727051
CC[C@H]1O[C@H]1CCCO,-7.004210948944092
CC1=C(C#N)[C@H]2O[C@H]2C1,-7.006931781768799
C[C@H]1C[C@H]1[C@H]1CC(=O)N1,-6.688558578491211
CCO[C@@H](CO)CC=O,-6.606924533843994
OC[C@@H]1CC[C@@H]1CO,-7.055912017822266
C[C@@H]1[C@H](C)C=CC[C@@H]1C,-6.3783488273620605
C#C[C@]12C[C@H]1[C@H](C#N)N2,-6.82733678817749
C1[C@@H]2[C@H]1[C@H]1C[C@@H]2O1,-6.811009407043457
C[C@]12COC[C@@H]3[C@H](C1)[C@@H]32,-6.323925971984863
CC1=C[C@@H]2O[C@@H]2[C@@H]1C,-6.3620219230651855
NC1=CC(=O)C=CCC1,-5.823236465454102
CC[C@H]1N[C@H]2C([NH-])O[C@@H]12,-6.454540729522705
O=C1CCC[C@H]2C[C@H]2C1,-6.296714782714844
CO[C@H]1COC(=O)C1,-7.170200347900391
C[C@H]1C=Cc2cocc21,-5.624593257904053
C#C[C@@](C)(C#N)OCC,-7.670889377593994
C[C@]12CC[C@@]1(C(N)=O)O2,-6.762029647827148
NC(=O)NCC(F)(F)F,-7.156594753265381
C#C[C@@]1(C)[C@@H]2OCO[C@@H]21,-6.435492515563965
C#C[C@@H]1O[C@@H]2C[C@H]1C2=O,-6.476309776306152
C[C@@H]1[C@H](C)[C@@H]1C1COC1,-6.541617393493652
CC[C@@H](C)c1ccn[nH]1,-6.261340141296387
CC[C@]1(C#N)C[C@H](O)C1,-7.480409622192383
CC(=O)[C@]12CO[C@@]1(C)C2,-6.495357990264893
Cc1onnc1NC=O,-6.702164173126221
CCCN(C=O)C(C)=N,-6.791961669921875
C#CC[C@H](C)[C@@H](O)C=O,-7.167478561401367
C#C[C@H]1C[C@H](CO)O1,-6.976998805999756
CCCCOCCO,-7.058633804321289
CO[C@@]1(C)OC[C@H]2O[C@H]21,-6.971556663513184
[CH+]1[NH2+]CC2(C[NH2+][CH+]O2)O1,-7.238228797912598
C1=C[C@H]2COC[C@@H]2CC1,-6.479031085968018
C[C@]12[C@@H]3C[C@H]1O[C@H]2C3=O,-6.2450127601623535
C[C@]12CCOC[C@@]1(O)C2,-6.42460823059082
c1nncc(C2CC2)n1,-6.3620219230651855
O=C[C@H]1CO[C@H]2C[N@@H+]1C2,-6.1769843101501465
CC[C@H]1[C@H]2CC[C@]21C,-6.487194061279297
CNc1[nH]cc(O)c1C,-4.753829479217529
c1ncc(C[C@H]2CN2)[nH]1,-5.899428367614746
C[C@@]1([C@H]2CO2)C[NH2+][CH+]O1,-6.762029647827148
C#Cc1noc(C)n1,-7.303536415100098
C[C@@H]1[C@H]2O[C@@H]1CC[C@H]2O,-6.462704181671143
C[C@]1(CC=O)[C@@H]2OC[C@@H]21,-6.606924533843994
C1O[C@@H]2C[C@@H]3C[C@H]1[C@@H]3O2,-6.666789531707764
O[C@H]1C[C@@H]2C[C@H]1OC=N2,-6.914412975311279
CC[C@@]1(O)C[C@H]1CC=O,-6.683116436004639
N#C[C@@H]1CC(=O)N1C=O,-7.60014009475708
Cc1n[nH]nc1C=O,-7.012373924255371
C[C@@]1(C#N)N[C@H]1CC=O,-7.036864280700684
C[C@]12[C@@H](O)[C@]3(O)C14OC423,-6.340252876281738
C#Cc1[nH]c(=O)oc1O,-5.562007427215576
[CH+]1[NH2+][C@@H]2[C@H]3OCC[C@@]23O1,-6.08174467086792
CC[C@]1(O)C(=O)O[C@@H]1C,-7.017816543579102
C#CC[C@@]12C[C@H]3[C@@H](O1)[C@H]32,-6.302156925201416
C[C@H]1C[C@@]12COC[C@H]2O,-6.680395126342773
O=C1O[C@H]2[C@H]3CC[C@@]12N3,-6.90625
Cc1ccnc(CO)c1,-6.634135723114014
CC1(C)[C@H]2COC([NH-])[N@H+]21,-6.694001197814941
C[C@H]1[C@H]2C[C@]1(CO)CO2,-6.2586188316345215
C[NH2+][CH+]O[C@@H](C)[C@H]1CO1,-6.606924533843994
C[C@H]1COC[C@@]2(O)C[C@@H]12,-6.538896083831787
[NH-]C1N[C@H]2C(=O)CO[C@@H]12,-6.492636680603027
C[C@]1(CCO)[C@@H]2CC[C@@H]21,-6.753865718841553
N#CC(CO)CO,-7.630072593688965
CC1=CCCC[C@]1(C)O,-6.332089424133301
CC(=O)[C@H]1CC2(CC2)O1,-6.2069172859191895
CCC(=O)C#CC1CC1,-6.770192623138428
C[C@H]1[C@H]2CCO[C@]21C#N,-7.072239398956299
[NH-]C1C[C@H](NO)CCO1,-6.824615955352783
O=C1C[C@@H]2N[C@H]1[C@H]1O[C@H]12,-6.231407165527344
O[C@]12C=CC[C@H]1[C@H]1O[C@H]12,-6.683116436004639
C[C@H]1C[N@H+]2C[C@]1(O)C2,-6.103513717651367
CC[C@@H](C)C#C[C@H]1CN1,-6.196032524108887
CCC1=CCO[C@H]1C=O,-6.198753356933594
O=C1C[C@@H]2[C@H](CCO)[C@H]12,-6.51712703704834
CCC1=CN(C)C(=O)C1,-5.472209930419922
CC[C@H]1C[N@@H+]2[C@H]1[C@@H]2C=O,-6.568828582763672
O=C[C@]1(CO)[C@H]2CC[N@H+]21,-6.816452026367188
CC1=CCOC[C@H](C)C1,-6.269503116607666
COC[C@H]1C[N@H+]1C1CC1,-6.016437530517578
C[C@@]1(O)C[NH2+][C@H](N)[C@H]1O,-6.070860385894775
CC1(C)[C@H]2C[C@]1(C#N)N2,-6.996047019958496
C1O[C@H]2[C@H]3C[C@@]12[C@H]1O[C@@H]31,-6.723933219909668
C#CC1=C[C@H](O)C([NH-])N1,-5.983783721923828
