smiles,H
O=CC1=C[C@H](O)C(=O)N1,-12894.3818359375
C[C@@H](C[NH+](C)C)C(=O)[O-],-12012.109375
OCCC1=CC[C@H]2C[C@@H]12,-10532.876953125
OCc1ncc(O)[nH]1,-11316.59375
C[C@@H]1[N@@H+]2[C@@H]3[C@H](C)[C@@]1(O)[C@@H]32,-10968.1357421875
C[C@@]12CN[C@@H](C1)[C@H]([NH-])O2,-11407.6337890625
C#Cc1c[nH]ccc1=O,-10872.75
Cc1cc(C)ncn1,-9329.4248046875
N#C[C@H]1O[C@H]1C1CC1,-9867.5673828125
CCn1nncc1N,-10234.021484375
C#C[C@]1(O)C[C@]2(CO2)C1,-11476.18359375
CC1([C@H]2CCO2)CC1,-9495.9169921875
CC1(C)C[C@H]2CC[C@]21O,-10565.1884765625
C[C@H]1COc2ccoc21,-11478.626953125
Cc1ccc(F)c(=O)[nH]1,-12571.0830078125
C#CCC(=O)COCC,-11509.958984375
CCN1C(C)=NCC1[NH-],-10867.2216796875
C[C@H]1NC(=O)C12CC2,-9901.3623046875
CN[C@]1(C)[C@H](C#N)[C@@H]1O,-11406.51171875
CCOC1=NCCNC1,-11439.9287109375
C1=CCC2(CC1)CC2,-8486.4111328125
C[C@H]1O[C@H]2[C@H]3C[C@@]2(C3)O1,-11508.86328125
CCCNC(=O)[C@H]1CN1,-11439.9658203125
C[C@@]1(C#N)N[C@H]1CC#N,-10800.8427734375
C#C[C@H](O)[C@@H](O)C#C,-10406.708984375
C#CCC(=O)N/C=N/C,-11374.388671875
Cc1n[nH]c2nc[nH]c12,-11238.7548828125
COCCC(C)(C)C,-9561.9541015625
O=C1N2[C@@H]3[C@H](O)[C@@]1(O)[C@@H]32,-12891.697265625
C1[C@H]2[N@@H+]1C[C@@H]1[C@H]3C[C@@]21C3,-9956.908203125
N#CCc1conn1,-10709.3330078125
C[C@@]12C[C@H]3OC(=O)[C@@H]1[C@H]32,-11478.8388671875
C[C@@]1(C=O)C[C@H]2CO[C@H]21,-11510.236328125
CO[C@@H]1C[C@@H]2[C@H](C)[C@@H]2C1,-10565.443359375
CO[C@]1(C=O)C=CCC1,-11511.0126953125
O=CC[C@@]12[C@H]3C[C@@H]1[C@@H]2C3,-10499.2490234375
C#C[C@H]1[C@@H]2[C@@H]3O[C@H]1[C@]23O,-11442.3330078125
C#C[C@H](C)C(=O)CC=O,-11477.9296875
O[C@@H]1C=C[C@]2(CC1)CN2,-10969.615234375
OC[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@@H]13,-10531.927734375
[CH+]1[NH2+][C@@]23COC[C@@H]2[C@H]3O1,-11915.060546875
C[C@]12CCC[N@H+]1CC2=O,-10970.3359375
NC(=[NH2+])Nc1ncn[nH]1,-12144.96875
CC(C)(C)OC=O,-9439.1201171875
C[C@H]1[C@@]2(C)N[C@H]2[C@@]12CN2,-10427.2451171875
C1CC2(COC2)[C@H]2C[C@@H]12,-10532.46484375
C#CC1(C#N)CCC1,-8856.865234375
c1nnnc(N2CC2)n1,-11673.39453125
CCC#CC(=O)N1CC1,-10936.5322265625
N#CC1=CCO[C@@H]1CO,-11915.533203125
O=CC(=O)NC1CC1,-10879.34375
CC(=O)C(C#N)C#N,-10273.478515625
CCC[C@H]1N[C@H]1CO,-9965.5556640625
C1[C@@H]2[N@H+]1C[C@@]21C[N@@H+]2C[C@@H]21,-10393.634765625
CCC(C)(C)CC(N)=O,-11036.580078125
Cc1coc2c1C=CC2,-10468.7197265625
CC(=O)C[C@H](O)C(C)C,-11576.8974609375
N#Cc1cnc(N)nc1,-11207.4208984375
CC[C@]1(C#N)C[C@H](C)C1,-9992.6650390625
C[C@@H]1[C@@H]2C(=O)O[C@@H]3[C@H]1[C@@H]32,-11478.56640625
C[C@@H](O)[C@@]1(C)O[C@H]2C[C@H]21,-11542.3974609375
CC1(C)[C@@H]2OC([NH-])O[C@@H]21,-11948.015625
CCO[C@H]1C=CNC1=O,-11948.6142578125
C1C[C@]2(O1)[C@H]1[C@@H]3C[C@H]1[C@@H]32,-10497.818359375
CC#C[C@H]1CC[C@@H](C)O1,-10532.7470703125
N#C[C@]1(N)CCOC1,-10338.0380859375
C[C@H]1OC[C@@H](C)[C@@H](C)O1,-11576.8271484375
CCOC[C@@H]1C=CCO1,-11543.2529296875
C#CC1=C[C@H]2C[C@@H](C1)O2,-10466.5302734375
C[C@H]1[C@H]2O[C@]1(C)[C@H]1O[C@@H]21,-11509.4228515625
CC(C)[C@H]1COC(=O)O1,-12523.1171875
CO[C@]12C=CC[C@H](C1)C2,-10532.7353515625
CO[C@]1(CO)[C@@H]2OC[C@@H]21,-12519.3828125
C#C[C@@H]1COC(=O)N1,-10846.501953125
COCC[N@H+]1C[C@H]1C,-9965.0302734375
OCCc1cn[nH]c1,-10338.3232421875
C[N@@H+]1[C@H](C=O)[C@@H]1C=O,-10878.064453125
[NH-][C@@H]1O[C@H]2C[C@@]12[C@H]1CN1,-11372.6328125
C[C@H]1[C@H]2CCO[C@@H]1[C@H]2C,-10565.4951171875
O=C1NC[C@@H]1C#CCO,-11914.6318359375
C[C@H]1COC(=O)CCO1,-12522.423828125
CC1(O)[C@H]2C[C@@H]3[C@H]2C[C@@H]31,-10532.115234375
CC[NH2+]C1NC(=O)CO1,-12386.4677734375
C[C@@]12CC(=O)[C@H]3C[N@@H+]1[C@H]32,-10936.9658203125
O=c1cc[nH]c(=O)cc1,-11884.3896484375
CC[C@@H](NC)C(F)(F)F,-14985.4052734375
C[C@H]1C[C@@H]2C[C@H]1N2C=O,-10970.212890625
[NH-]C1O[C@H]2C(=O)OC[C@@H]12,-12893.97265625
CC1=CC[C@@]2(C=O)N[C@@H]12,-10937.41796875
CC1=NCC2(CC2)CO1,-10970.322265625
OC[C@]1(O)C=CCC1,-10474.6796875
C#C[C@H](C#N)OCC#N,-11307.689453125
C#CCCCC(F)(F)F,-14482.5927734375
C[C@H]1CC[C@]1(C)CC=O,-10565.8623046875
N1[C@H]2[C@@H]1[C@H]1N[C@H]1[C@H]1N[C@@H]21,-10831.0654296875
N#CCN1CCCC1=O,-11375.9814453125
c1ncc2cc[nH]c2n1,-10770.6103515625
CC(C)C#C[C@@H](O)C=O,-11510.3427734375
C1=C[C@H]2C[N@H+]2[C@H]1[C@H]1CO1,-10935.85546875
C[C@]12C[C@]3(C#N)[C@H]1[C@@H]3N2,-10362.6787109375
COCC[C@@H](C)C=O,-10507.12890625
NC(=O)c1c[nH]cc1O,-12354.3271484375
COc1conc1C=O,-12892.4853515625
C[C@]12C[C@@H](O)C=C[C@H]1O2,-11510.9599609375
CC(C)[NH2+]C1ON=NO1,-12819.98828125
C[C@@H]1[N@@H+]2[C@@H](C)[C@H]3[C@@H]2[C@]31C,-9990.423828125
O=C1N[C@H]2[C@@H](O)[C@@H](O)[C@@H]12,-12925.572265625
C[C@]12C[C@H]1O[C@H]2C1CC1,-10531.4775390625
C[C@H]1O[C@@H]2C(=O)N[CH+][C@@H]21,-11914.9208984375
c1cc(C2CC2)no1,-9867.8876953125
CC[NH+](CC)[C@@H](C)C#N,-10461.7080078125
N#CCCC1CC1,-7854.2890625
CC[C@@H](C)[C@H]1O[C@H]1C,-9529.1328125
C#C[C@]1(O)C[C@H](C#N)C1,-10903.7275390625
C[C@H]1[C@@H]2[C@H]3[C@@H]4C[C@@H]4[C@@H]2[C@@H]13,-9520.970703125
C1CC(C2COC2)C1,-9495.7080078125
CC1(C)CC[C@H]2C[N@H+]2C1,-10024.501953125
C[N@@H+]1[C@H]2C[C@]1(C)[C@@]21CO1,-10967.298828125
C[C@@]12COCC[C@]1(C)C2,-10565.7431640625
C#C[C@@]12O[C@@H]3[C@@H]([C@@H]31)[C@@H]2C,-10464.9560546875
N#C[C@@H]1CC(=O)C[C@@H]1O,-11916.3056640625
C1=C[C@@]23CC=C[C@@H]2[N@H+]3C1,-9926.517578125
CCO[C@H]1OCC[C@H]1C,-11576.64453125
NC(=O)CCOC(N)=O,-13397.5322265625
C[C@]12C[C@H]1[C@]1(CN1)[C@H]2O,-10968.521484375
C[N+]1=C[CH+]n2cnnc21,-11238.24609375
CC(C)C(C)(C)CC=O,-10598.779296875
Cc1ccoc1CC#N,-10906.01953125
CO[C@H]1[C@@H]2C=C[C@@]1(O)C2,-11509.576171875
C[C@]12CO[C@H]1C(=O)N2,-10878.6806640625
O=CC[C@H](O)[C@@H](O)C=O,-13499.541015625
CN1C[C@H]2C[C@H]2CC1=O,-10970.8193359375
C[C@H]1[C@@H]2CCC(=O)[C@H]1C2,-10533.7666015625
CC#CCC1CC(=O)C1,-10500.0283203125
N#CCCC#CC1CC1,-9926.2177734375
ONC1=C[CH-]CC[C@H]1O,-11947.3349609375
C1C[C@@H]2[C@H](CO1)[C@@H]1C[C@H]21,-10532.2685546875
ON[C@H]1[C@@H]2CC[C@H]3[C@@H]2[C@H]31,-10935.755859375
C#CC(=O)CC1COC1,-11476.896484375
C[C@H]1C[C@@](O)(CC#N)C1,-10970.3271484375
C[C@H]1C[C@]2(CO2)[C@]1(C)O,-11542.830078125
Nc1cncn1C=O,-10743.5595703125
CC#C[C@@]1(C)C[C@H]2C[N@H+]21,-9957.6669921875
C[C@]12CCCO[C@H]1[C@H]2O,-11543.248046875
C[C@]12C[N@H+]1CC2=O,-8831.3623046875
OCC[C@H]1CO[C@H]2C[C@@H]12,-11542.921875
C1C[C@@]23O[C@@H]2CO[C@H]3[NH2+]1,-11915.0849609375
c1n[nH]c2[nH]ncc12,-10168.8193359375
O=CC[C@H]1[C@H]2C(=O)C[N@H+]21,-11914.3828125
C[NH2+]C1ON=CN=C1O,-12788.697265625
C1=C[C@H]2C[C@@H]1[C@@H]2[C@H]1CO1,-10498.5888671875
Cc1nc2nocc2[nH]1,-11778.8154296875
Nc1coc2[nH]cc[n+]12,-11779.43359375
C[C@]12[C@@H]3CC[CH-][C@H]1C[C@@H]32,-9521.0732421875
Cn1cnc(O)c1C=O,-12353.8837890625
CN[C@H]1[C@H]2C[C@]1(C#N)N2,-10831.3603515625
OC[C@@H](O)[C@]12CC[C@H]1N2,-11979.068359375
C#CCO[C@@H]1CNC1=O,-11914.1748046875
CC(C)(O)CCCC#N,-11003.376953125
C[C@@]12[C@@H]3[C@H]4[N@@H+]3[C@]1(C)[C@]42O,-10934.1376953125
C[NH2+]C1OC[C@H]2C[C@@H]1C2,-10970.0830078125
C1=Nc2onnc2CN1,-12215.4677734375
O=C1CN[C@@H]2[C@H](O)[C@H]12,-10878.62890625
C#C[C@@H](C#N)NCCC,-10395.341796875
CN(CCO)C(=N)C#N,-11843.9970703125
N=CNc1nc[nH]c1O,-12249.109375
C[C@]12O[C@H]1[C@@H](O)C[C@H]2O,-12521.259765625
C#C[C@@H]1CO[C@@H]1C(C)C,-10531.7412109375
O[C@@]12C[C@H]3C[CH-][C@@H](C1)[C@H]32,-10499.025390625
C[C@@H](O)[C@H]1C[NH2+][CH+]O1,-10911.9375
O=C[C@@]12C[C@@H](N1)[C@@H]2CO,-11945.869140625
C1C[C@@]23C[C@H]4[C@H]5[C@@H]2[N@H+]5C143,-9923.2900390625
C1=Cc2cocc2C1,-9399.6279296875
CCNC(C=O)C=O,-10911.4072265625
C[C@H]1[C@]2(C)CC[C@@]1(O)C2,-10565.77734375
C[N@H+]1[C@@H]2[C@@H]3NC(=O)[C@@H]3[C@@H]21,-11373.0029296875
C#CC1(C#C)CC([NH-])O1,-10869.7939453125
C#C[C@H]1Cn2ncnc21,-10766.5693359375
[NH-]C1O[C@@H]2[C@H]3N[C@@H]2C[C@@H]13,-11374.0185546875
C[C@H]1CC(=O)[C@H]2O[C@H]21,-10442.2470703125
CO[C@H]1[C@H]2C[C@H]2C1(C)C,-10564.7568359375
N#CC[C@@]12CO[C@@H]1C2,-9867.376953125
Cc1cnc(N)c(=O)o1,-12354.1240234375
CC1(C)C[C@H]2CC[C@H]21,-8518.353515625
C1C[C@H]2C[C@@H]3OC[C@]23O1,-11510.1279296875
CC(C)(C)[C@@]1(C)CO1,-9529.087890625
C[C@@H]1C(C=O)=C[C@@H]2N[C@@H]21,-10937.283203125
C[C@@H](C#N)[C@@](C)(O)C=O,-11948.578125
C[C@H]1[N@H+]2CC(=O)[C@@]12C=O,-11914.5888671875
Nc1ncnn1CCO,-12281.55859375
O=C(CO)c1ncc[nH]1,-12353.5634765625
C#C[C@@]12C[C@H]3N[C@@H]1[C@]32O,-10901.720703125
C1=C2CC[C@@H]3C[C@H](C1)[C@H]23,-9522.7080078125
CCC[C@H]1CN1C=O,-9933.61328125
CC[C@@H](O)CC1(O)CC1,-11575.8447265625
C[C@]12C[C@H]1[N@@H+]1[C@H]2[C@@H]1C#N,-10361.5810546875
C#C[C@@H]1[C@@H]2[C@@H](O)[C@H]3[C@@H]2[N@H+]31,-10901.4599609375
COCC1(C2CC2)CC1,-10564.478515625
C1C[C@H]2[C@H]3C[C@H]4[C@@H]1[C@H]4[C@H]32,-9522.5810546875
CC1=C[C@@]2(O)C=C[C@@H]1C2,-10500.2177734375
O=C1C[N@@H+]2CC[C@]12CO,-11946.896484375
C[C@H]1[C@@H]2C[C@H](O)[C@@]1(O)C2,-11543.3154296875
CC1(CC2COC2)CC1,-10564.7470703125
[CH+]1[NH2+]C[C@H](C2CCC2)O1,-10970.1484375
CC(=O)c1[nH]nnc1C,-11812.1259765625
C[C@@H]1NC(=O)CN[C@@H]1C,-11440.77734375
CO[C@H]1O[CH+][NH2+]C12CC2,-11947.7353515625
O=C[C@]1(CCCO)CO1,-12520.8388671875
COC[C@]12C[C@@H]3[C@H](C1)[C@@H]32,-10531.2734375
C#CCC1(C)CCC1,-8485.1396484375
CCO[C@H]1C=CC[C@H]1O,-11543.6123046875
O=C1CNC[C@@H]2C[C@]12O,-11947.9228515625
C[C@]12CCO[C@H](C1)C2,-9496.537109375
Cc1[nH]cnc1[C@H]1CN1,-10833.96484375
C[C@H]1O[C@H]2[C@@H](O)[C@@]12C#N,-11914.3369140625
N#C[C@@]12[C@@H]3[C@H]4C[C@@H]3[N@@H+]1[C@H]42,-10329.115234375
O=CNc1cnno1,-11720.015625
C[C@H]1N[C@@]12CN[C@H]2C=O,-11405.7626953125
C#CCc1coc(C)c1,-10467.7529296875
Cc1cc(O)nn1C,-10338.8125
C#C[C@@]1(O)[C@@H]2CC[C@@H]21,-9429.4052734375
Nc1c[nH+]ccc1NO,-11811.0751953125
O=C1COCC[C@H]2CN12,-11947.853515625
C[C@H]1C[C@]12C[C@](C)(O)C2,-10565.23828125
[NH-]c1nnc(C(N)=[NH2+])o1,-12685.39453125
C[C@@]12C[C@]1(O)[C@@H](O)[C@H]2O,-12520.51171875
O[C@H]1[C@H]2[C@@]3(O)C[C@H]3[C@@]12O,-12486.0947265625
OC[C@]12C[C@]3(CO3)[C@H]1N2,-11945.84375
C[C@@]12C[CH-][C@H]3C[C@@H]1[C@]32O,-10497.5498046875
CC[C@@]12CC[C@@H](C1)OC2,-10566.294921875
C[C@H]1N[C@@]12CO[C@H]2C=O,-11946.703125
C[C@H](C(=O)C#N)[NH+](C)C,-11407.0078125
C[C@H]1[C@@H](C)C[C@H]1NC=O,-11003.3037109375
C[C@@H](CO)CC(N)=O,-10945.0703125
[NH-]C1OC[C@H]1CC=O,-10878.9365234375
N#CC(=O)CCC=O,-10846.8916015625
C1=NC[C@@H]2OC[C@@]23CN13,-11373.125
Cc1c[nH]nc1O[CH+][NH-],-11811.8681640625
Cc1n[nH+]c2nn[nH]n12,-12111.0224609375
N#CCC[C@H]1N[C@H]1C#N,-10800.73828125
CN1CCCOCC1=O,-11981.2587890625
OCC[C@H]1OCC1NO,-12956.287109375
COCCC12C[NH+](C1)C2,-11000.0927734375
C1[C@@H]2[C@H]3O[C@H]4[C@@H]2O[C@H]4[C@@H]13,-11477.4921875
CC#CC(=O)N(C)CC,-10970.1474609375
O[C@H]1[C@H]2CN=CO[C@@H]12,-10878.392578125
C#C[C@H]1OC[C@H]2O[C@@H]12,-10407.48828125
CC1=C[C@@]2(C=O)C[C@H]2C1,-10500.970703125
CN[C@@]1(C#N)C[C@H]1C=O,-11373.966796875
C[C@H]1O[C@H](C=O)C[C@H]1O,-12521.7041015625
C[C@H]1C[C@@]12CCOC2[NH-],-10970.4970703125
C[C@@]1(N)C(=O)OC12CC2,-11948.052734375
C#CC[C@@]1(C#N)CCN1,-10362.4619140625
C#C[C@H]1[C@@H]2C(=O)N3[C@H]1[C@H]23,-10869.7431640625
O=C1C[C@]2(C[C@H]3O[C@H]32)O1,-12455.6640625
O=C[C@H]1C=C[C@@H](O)C1,-10442.2451171875
FC(F)(F)C1CC=CC1,-14483.830078125
CO[C@]1(C)[C@H](C)[C@@H]1C,-9528.8779296875
Oc1n[n+]2[nH]cnc2[nH]1,-12652.9970703125
N#CCC[C@@H]1C[C@@H]1C=O,-10937.70703125
N#C[C@H]1N[C@]23C[N@H+](C2)[C@@H]13,-10795.9267578125
O=CC1=CCCCC1=O,-11479.7333984375
O1[C@@H]2[C@@H]3[C@@H]4[C@@H]5[C@H]1[C@@H]5[N@@H+]4[C@H]23,-10902.0126953125
CO[C@H]1C=C[C@H]2O[C@@]12C,-11510.13671875
COC[C@@H](O)CCO,-11517.0087890625
C[C@]1(O)[C@@H]2NC(=O)C[C@@H]21,-11948.6845703125
C[N@@H+]1C[C@]2(CN2)[C@H]1C#N,-10832.0625
Cn1ccc(F)nc1=O,-13008.0185546875
C[NH2+]C1OCC(=O)[C@H]1O,-12926.1181640625
[NH-]C1=C([NH-])N=NNN=C1,-12109.2734375
O=C1CC[C@H]1[NH+]1CC1,-9900.1552734375
C[C@H]1C[C@@H]2O[C@H]1OC2=O,-12490.1494140625
O[C@@]12C=C[C@@H]3N[C@@H]3[C@@H]1C2,-10936.44140625
Nc1coc(NC=O)n1,-12790.5888671875
C#C[C@]1(CC(N)=O)CO1,-11914.5146484375
C[C@H]1[C@@H](C#N)[C@]1(O)C#N,-11341.8984375
ONC1CNC1,-8230.5078125
Cc1ncc(F)[nH+]c1[NH-],-12466.052734375
C[N@H+]1[C@H](C=O)[C@@H]2CC[C@@H]21,-10968.96875
N#C[C@@H]1[N@H+]2C[C@]1(N)C2,-9762.3955078125
O=CN[C@H]1[C@@H]2CO[C@H]1C2,-11947.712890625
CC[C@H]1CNC(C=O)[NH2+]1,-11407.767578125
C[C@H]1C[C@@]2(CO)[C@@H](C)[N@@H+]12,-11001.4130859375
O=C[C@H]1OC[C@H]2C[C@H]21,-10441.72265625
C[C@H]1CN1c1ncno1,-11810.7138671875
C[C@]12OC(=O)C[C@H]1[C@H]2O,-12489.56640625
CC[C@@]1(C)C=C[C@H]2N[C@H]21,-9991.7294921875
O=CC1=NCCC(=O)O1,-12894.533203125
CC(C)[C@H]1N[C@]1(C)CO,-11034.7392578125
Cc1c[nH]nc1CO,-10338.537109375
O=C[C@]12CO[C@H]1[C@H]1C[C@H]12,-11476.55859375
C[C@]12C=C[C@H](O)[C@@]1(O)C2,-11510.748046875
CNC1=CNON=C1N,-12246.48828125
C[C@]12C[N@H+]1CCCC2=O,-10970.236328125
C1=N[C@H]2[C@@H]3N[C@H]2[C@@H]3CO1,-11372.265625
C#CCC[C@H](O)C(C)=O,-11510.5595703125
COC[C@H]1O[C@H]1C=O,-11451.4384765625
CC1(C=O)COCOC1,-12521.658203125
C#C[C@@H]1C[C@H]2C(=O)C[N@@H+]12,-10902.759765625
C[C@H]1C[C@H]2O[C@@H]3[C@H]2C[C@@H]31,-10532.4814453125
C#C[C@@]1(C)CC=CCC1,-9522.2265625
CO[C@H]1C[C@@]2(O)C[C@@H]12,-10473.2421875
C#C[C@H](O)[C@H]1OC[C@H]1O,-12486.947265625
O=C[C@@]1(O)[C@H](O)C[C@@H]1O,-13499.115234375
C#C[C@H](O)C1(CO)CC1,-11509.2021484375
C[C@@]12C[C@@H]3[C@H]4C[C@@H]3[C@@H]1[C@H]42,-9522.49609375
FC(F)(F)c1ccon1,-15865.0703125
C#Cc1cn2c(n1)CC2,-10330.37890625
C[C@H]1C=C[C@@H](O)C1=O,-10442.5732421875
COCC1(C)CC=CC1,-10565.8212890625
CC1=C[C@H](C)[C@]2(C)N[C@H]12,-9992.1201171875
CC#CCCC#CC,-8452.3583984375
C[C@@]12C[C@@H](C(N)=O)[N@@H+]1C2,-11406.9365234375
C#C[C@@]12O[C@@H]1CC2(C)C,-10498.63671875
CC(=O)C[N@@H+](C)CCO,-12013.0556640625
CCC1(CC)CC=CC1,-9588.3994140625
CC[C@@]12CO[C@H]3C[C@@H]1[C@H]32,-10532.40625
CC(=O)[C@H]1[C@@H]2C[C@H]1[C@H]2C,-10532.16015625
C(#C[C@H]1CN1)C1COC1,-10934.9150390625
O=CCC(=O)NC=O,-11858.1484375
N#CC[C@]1(C=O)CCN1,-11374.2578125
N#C[C@]12CCN[C@H]1CN2,-10833.1943359375
C[C@H]1[C@H]2C=C[C@]1(C)[C@H]2O,-10532.2861328125
C[C@]12[C@@H]3C[C@H]1[C@@]2(O)C3,-9462.6826171875
C#C[C@]12N[C@H]1[C@@H]1[C@H](C)[C@@H]12,-9924.2509765625
C[C@@]12C[N@H+]3C[C@]1(O)C[C@H]32,-10968.4716796875
N#C[C@H]1C=CC[C@@]12CN2,-10363.6669921875
C[C@@H]1C(C=O)=C[C@@H]2C[N@@H+]21,-10937.224609375
Cc1nc2c(o1)CNC2,-11374.9775390625
[NH-]C1O[C@@H]2O[C@H]1[C@H]1O[C@@H]21,-12892.5205078125
O[C@H]1C[C@H]1[C@@]12CO[C@@H]1C2,-11508.8486328125
C[C@H]1O[C@H]1C[C@@H](N)C#N,-11406.5751953125
N#C[C@H]1N[C@H]2CC[C@H]21,-9326.625
N#C[C@@]12O[C@H]3C[C@@H]1C[C@H]32,-10903.9033203125
OC[C@]12C[C@@H]3[C@H]1[N@@H+]3C2,-9898.8603515625
CCc1occ(C)c1N,-10970.9912109375
CCc1ncn(C)c1O,-11408.0625
N#C/C(N)=N/[C@H]1C[C@H]1O,-11810.802734375
C[C@@H]1O[C@@H](C=O)C[C@@H]1C,-11544.1748046875
CO[C@]12C[C@](O)(C1)[C@H]2O,-12519.546875
C#CCOCC(C)(C)O,-11542.34375
COC(=O)C(=O)[C@@H](C)O,-13500.294921875
C1[C@@H]2OC[C@@H]3[C@H]1C[C@@H]3O2,-11510.9658203125
C[C@]12CCC=C[C@@]1(C)C2,-9555.587890625
C/C(=N\CC#N)NC=O,-11812.1357421875
C[C@]12NC(=O)[C@H]1[N@H+]1C[C@H]12,-11373.26171875
O=COc1ncco1,-11825.3251953125
CC[C@@H](C)c1cnoc1,-10970.05859375
C[C@]12C[C@H]1CN2C(N)=O,-11407.1923828125
C[C@H]1C=C[C@H]2CC(=O)[C@@H]12,-10501.0263671875
O=C1CO[C@@H]2C[C@]12CO,-12488.6923828125
C[C@@]12C[C@@]3(O)[C@@H]1C[C@]32O,-11509.0751953125
C[C@H]1[C@]2(CO2)C[C@]1(C)O,-11542.8076171875
C#CC[C@H](CC)C1CC1,-9554.0380859375
C1O[C@H]1[C@]12C[C@@H]3[C@H]1C[C@@H]32,-10497.599609375
ONC1CO[C@H]2CN[C@@H]12,-12382.90625
C#C[C@H]1C=C[C@H]2O[C@@H]12,-9397.1572265625
C#C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,-9488.0263671875
COC[C@H]1[C@H]2CC(=O)N21,-11946.8017578125
C[C@H]1N[C@H]1C#CCC#N,-10362.6005859375
C#C[C@H]1[C@@H]2[C@@H]3[C@H]1[C@@H]1[C@H]2[C@H]31,-9454.21875
CCC1([C@@H](C)O)CC1,-9529.0859375
C[N@H+]1[C@@H]2[C@@H]3[C@H]1[C@@H]1[C@H]2[C@]31O,-10934.6962890625
O=C1NC[C@@H]2NC(=O)[C@H]12,-12353.9443359375
CCOCC(=O)OCC,-12554.7880859375
C[N@@H+]1C[C@H]2N[C@H]2[C@H]1C#N,-10832.798828125
C#C[C@H]1C[N@H+]2C[C@H](C2)O1,-10935.0419921875
[NH-][CH+]OCc1cnn[nH]1,-12247.8544921875
COCC#CC[C@H]1CO1,-11508.87109375
C[C@H]1[C@H]2C[N@@H+]1[C@H]2C(N)=O,-11405.4921875
C[C@]12C[C@@H](O)C[C@H]1[C@H]2O,-11543.548828125
C[C@@H](O)c1ncnnn1,-12247.626953125
CC1(OC2CC2)COC1,-11542.19140625
C[C@@]1(O)C[C@H]2C[C@]21C=O,-11510.4912109375
C[C@H]1CC[C@H]1[NH+]1CC1,-8954.65234375
C#CC[C@@H]1C[C@@H]1CO,-9462.388671875
C[C@@]12C[N@H+]3C[C@]1(O)[C@H]32,-9898.7978515625
CC1=C[C@@H](C)O[C@@H](C)C1,-10566.4658203125
O=C1NCCO[C@@H]1CO,-12959.1767578125
COC[C@H]1[NH2+][CH+]NC1[NH-],-11844.033203125
C[C@@]12C[C@@H](COC1=O)O2,-12489.4384765625
N#CCC1(O)C23CC12O3,-11913.572265625
CC[C@@]1(CCO)CO1,-10506.525390625
O[C@@H]1C[C@H](O)[C@@H]2O[C@@H]21,-11451.935546875
O=CC[C@@H]1C[N@@H+]1CCO,-11979.5732421875
C[C@@](N)(C#N)C(F)(F)F,-15357.37890625
C#C[C@@]12CCC(=O)[C@@H]1O2,-11444.876953125
CC1=CC[C@H]2C[C@@]12C#N,-9927.5302734375
O=C1C=C[C@@H]2O[C@@H]2C=C1,-11445.5947265625
C#CC[C@]1(C(N)=O)CO1,-11914.5908203125
CC1Oc2n[nH]nc2O1,-12788.62890625
C[C@@]12CCC=C[C@@H](C1)O2,-10533.0263671875
C#Cc1n[nH]c(N)c1C,-10800.5361328125
N#C[C@]12CC[C@H](C1)O2,-9868.1416015625
C#CC[C@@H]1C[N@@H+]1C,-7852.1640625
O=c1[nH]nc2n1CCO2,-12790.1904296875
CCC1(CC)C[C@@H](C)O1,-10598.4501953125
N#C[C@@H]1C=CCN=CO1,-11341.64453125
C1[C@@H]2C[C@@H]3[C@H]1C[C@H]23,-7416.34423828125
C[NH2+]C1CNCC(=O)N1,-11845.0302734375
CC1=C[C@@]2(O)C[C@H]2C1,-9464.025390625
O=C1C[C@H](O)[C@H]2C[C@@H]1C2,-11511.33203125
CO[C@H]1[C@@H](C)OC1(C)C,-11575.84375
O[C@]12C[C@]3(O)C14OC423,-11416.8251953125
C[C@H]1CN[C@]1(C)C#N,-9360.033203125
CN/C(=N/CC=O)OC,-12417.3349609375
O=C1C[C@H]2COC[C@H]2N1,-11949.353515625
CC(C)(N)C(=O)NC=O,-12418.755859375
C#CCC(=O)[C@H]1CN1,-9867.0244140625
C#CC1=C(C)C(=O)OC1,-11446.41015625
C1C[C@]2(CN2)[C@@H]2OC[C@H]12,-10969.13671875
CC[C@H]1CO[C@H](C#N)C1,-10970.6142578125
CC1(C)[C@H]2CC=C[C@]21O,-10533.0341796875
CCC1=C(C)[C@H]2O[C@H]2C1,-10533.0966796875
CO[C@]12[C@@H]3N[C@H]1[C@@H]3[C@@H]2O,-11944.6513671875
O=C[C@H]1[C@H]2N[C@H]2[C@@]12CO2,-11913.2099609375
C[C@H]1C[C@H](C(C)(C)O)O1,-11576.0478515625
CC(=O)[C@@H]1C[N@@H+]1C(C)C,-11002.5673828125
Nc1ncc(O)nc1N,-12250.2236328125
CCCCC(=O)C#N,-9901.7939453125
C[C@H]1COC1[NH2+]CCO,-11980.34375
COC[C@@]12C[C@@H](N1)C2=O,-11945.7548828125
CC[C@]12CNC(=O)[C@H]1N2,-11407.6630859375
c1ncc2c(n1)OCC2,-11343.5908203125
C[C@H]1CCO[C@@H]([NH-])C1=O,-11948.7119140625
C#C[C@@H]1O[C@@H]1[C@@H](C)C#C,-10465.1787109375
