smiles,Delta_epsilon
CCn1ccnc1,6.90625
C#CC(=O)NCCOC,6.3620219230651855
CN[C@]1(C)[C@H](C#N)[C@@H]1N,7.270882129669189
CC[C@]12CO[C@H]1C2(C)C,7.981099605560303
C[C@@H]1CC[C@H](C)COC1,8.762065887451172
O=CN1CC(NO)C1,6.304878234863281
O=C1O[C@@H]2[C@@H]3C(=O)[C@H]1[C@H]23,6.212359428405762
OC[C@H]1O[C@@H]2[C@H]1C[C@@H]2O,8.03007984161377
O=C(CO)[C@@]12CC[C@@H]1C2,6.315762519836426
CCCC#C[C@@H](C)CC,8.160694122314453
CC(=O)[C@@]12C[NH2+][CH+][N@@H+]1C2,5.997389793395996
C1OC[C@]23C[C@H]2OC[C@H]13,8.612403869628906
CC1CC(=O)NC(=O)C1,6.367464065551758
C[C@H]1C[C@H]2C=CC(=O)[C@H]21,5.110298156738281
COC[C@@]1(CO)O[C@H]1C,8.348453521728516
CO[C@@]12[C@H]3[C@@H]1[N@@H+]1[C@H]3[C@@]12C,7.172921180725098
O=C1[C@@H](O)[C@H]2[C@H]3C[C@@H]1[C@H]32,5.80418872833252
C[C@H]1O[C@]12[C@@H]1C[C@H]2C1,9.600176811218262
CC1(C)C[C@H]1CCC#N,8.500837326049805
O[C@H]1CC[C@]12[C@@H]1CC[C@@H]12,8.39199161529541
C[C@H]1C[C@H]2C[N@H+]2CC1=O,5.507584571838379
NC(=O)OCCC=O,6.204195976257324
CN(C=O)C(=N)C(N)=O,5.428671360015869
C#C[C@]1(C)O[C@]1(C)C#N,7.4069390296936035
O[C@@H]1C=C[C@@H]2CO[C@@H]2C1,6.726654529571533
CCC(=O)N(CC)CC,7.292651653289795
CC1=C[C@H]2N[C@H]2[C@@H](C)C1,6.508963584899902
C[C@@]1([C@@H](O)CC#N)CN1,8.16885757446289
CC(=O)C(=O)OCC=O,4.93342399597168
Nc1c[nH]c(N2CC2)c1,5.9892258644104
CC[C@H]1C[C@H]2C[C@@]12C#N,7.787898063659668
C#CCC#CC(=O)NC,6.394675731658936
Cc1c(N)oc(N)c1O,5.817794322967529
O=C1O[C@H]2[C@H]3CC[C@@]12O3,6.857269287109375
Cc1ncoc1CO,6.3783488273620605
C[C@H]1C=CCCC1NO,6.870874881744385
C[C@H]1[C@H]2C=C[C@]1(C)C=C2,5.866774559020996
C[C@@]1(O)C[C@H]2O[C@@H]3[C@H]2[C@@H]31,8.389269828796387
C[C@H]1C[C@@H](O)C[C@H]2C[N@H+]21,8.051848411560059
C[C@H]1C[C@@]2([C@@H](C)O)C[C@@H]12,8.645057678222656
O=C1N[C@@H]2C=C[C@H]1OC2,5.73071813583374
[NH-]c1c[cH+]oncc1=O,4.478993892669678
C1=CC[C@@H]2OC[C@@H]2C=C1,5.333431243896484
CC1=C[C@H]2[C@@H](O)[C@H]2[C@H]1O,6.389233112335205
O=C1C=C[C@@H]2C[C@H]1O2,4.653147220611572
O=CO[C@@]12C[N@H+]3C[C@@H]1[C@H]32,6.394675731658936
C#CC(C)(C)[C@H](C)CC,8.67226791381836
CCc1ncn(C=O)n1,5.972899436950684
C[C@H]1C[C@H]2[C@H]3C[C@@H](O1)[C@H]32,8.67226791381836
Cc1onnc1C1CC1,5.73071813583374
O[C@]12[C@@H]3C[CH-][C@H]1CC[C@@H]32,6.02187967300415
CO[C@H]1CO[C@]1(C)C#N,7.700821876525879
C[C@H]1[C@H]2CC[C@@H](C=O)[N@H+]21,5.640920639038086
C[C@H]1O[C@]12C[C@@H]1N[C@@H]1C2,8.500837326049805
C[C@]12N[C@H]1[C@H]1O[C@H]1C2=O,5.170163154602051
N#CC1=CCOC[C@@H]1N,5.659968376159668
O=Cc1cnc(O)[nH]1,4.93886661529541
O=C[C@H]1C[C@H]2C=C[C@@H]1O2,6.051812171936035
CC(=O)C[C@@]1(CO)CO1,6.059975624084473
C1O[C@H]2[C@H]3[C@@H]1[N@H+]1[C@@H]2C[C@@H]31,8.696758270263672
C#C[C@H]1[C@H]2NC[C@]21C#N,6.696722030639648
N#C[C@H]1C[C@H]2N[C@H]2CN1,7.597418785095215
O[C@]12C[C@H]1[C@H]1C[C@]2(O)C1,8.092665672302246
OCC(CO)C(F)(F)F,9.52670669555664
CC[N@@H+]1[C@@H]2C(=O)CC[C@@H]21,5.591939926147461
N#C[C@H](N)c1nc[nH]n1,6.854547500610352
C[N@@H+]1CCCCC(=O)C1,5.35520076751709
CCCO[C@H]1C[NH2+][CH+]O1,7.602860927581787
O[C@H]1C[C@H]1n1cnnc1,7.074960231781006
C[C@H]1C[C@]1(C#N)C1CC1,8.39743423461914
C[C@@H](O)C(=N)NC=O,6.152494430541992
CC[C@@H](CO)[C@@H](O)CO,8.661384582519531
O=C(NCCO)N1CC1,7.714427471160889
[NH-]c1[nH+]cnc(N)c1F,4.664031505584717
C[C@@]12C[C@H]3[C@H]4C[C@@H]1[C@@H]2[N@H+]43,8.674989700317383
[NH-]C1[C@@H](O)C=C[C@H]2C[N@@H+]12,5.975620269775391
C[C@]12OCO[C@]13C[C@H]2C3,8.811046600341797
NC1=C(C=O)C[C@H]2N[C@@H]12,4.90077018737793
N1[C@H]2[C@H]3O[C@H]4[C@@H]1[C@H]4O[C@@H]23,6.272224426269531
O=CCCc1cnno1,5.888543605804443
C[C@H]1C(=O)[C@@]2(O)C[C@@]12O,5.953851222991943
O=C(C1COC1)N1CC1,6.462704181671143
O=C[C@H]1[C@@H]2[C@@H]3O[C@H]1[C@]23O,5.831399917602539
CCO[C@@H]1C(=O)[C@@H]2C[C@H]12,5.63275671005249
C1[C@H]2[C@H]3[C@@H]1O[C@@H]2[C@]31CN1,8.39199161529541
CC(C)C[C@@]1(C)O[C@H]1C,9.178400039672852
C[C@@H](O)[C@@]1(O)C[C@H]1C=O,6.079023361206055
Cc1nnoc1CC#N,6.163379192352295
CNC1N[C@@H](C#N)C[NH2+]1,6.541617393493652
CC1=C[C@H]2[C@H]3[C@@H]1[N@@H+]2[C@H]3C,5.752487182617188
CC[C@]12CC[C@@]1(C#N)N2,7.722591400146484
CC1=CCC2(CC2)C1,7.083124160766602
O[C@H]1CC=CC12CC2,6.7810773849487305
CC[N@H+]1C[C@H]1[C@H]1CCO1,7.991984367370605
C[C@@H]1[C@H](C)[C@@]1(C)NC=O,7.4259867668151855
CC#CC(=O)N1C[C@H]1C,5.934803009033203
O=c1[nH]cc[nH]c1=O,4.887165069580078
CO[C@@H]1C=C[C@H](O)CO1,6.704885482788086
CC(C)(C)C1=CCOC1,6.7810773849487305
CC1(C)CC[C@H]2O[C@H]21,9.19744873046875
C#C[C@@H]1C=C[C@@H](C#C)C1,6.979720592498779
N#C[C@@]1(C=O)[C@@H]2OC[C@@H]21,5.883101463317871
CO[C@@]12C[C@H]3C(=O)[C@@H]1[C@H]32,6.604203224182129
CC(C)(O)[C@@]12CC[C@@H]1C2,8.566143989562988
O=C[C@@H]1COCC[C@@H]1O,6.030043125152588
N#C[C@]12CC[C@H]1COC2,8.070897102355957
c1cnc([C@H]2CN2)nn1,4.462667465209961
COC[C@H]1O[C@H]1CC=O,6.106235027313232
O=C1CN=C2OCCN12,6.606924533843994
CC(=O)[C@@]1(C=O)C[C@@H]1C,5.874938488006592
O=C1C=CNC12COC2,5.03138542175293
C/C(C#CC1CC1)=N\O,5.311662197113037
C[C@H]1OC[C@H]2COC[C@H]21,8.489952087402344
Cc1c(F)ccnc1F,6.381070137023926
CC1=C[C@@H]2C[C@H](C)[C@H]1C2,6.8354997634887695
CC1C=C2[C@@H]3C[C@@H]3N2N1,6.3266472816467285
N#C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,7.752523899078369
C1OC[C@H]2OC[C@@H]1CO2,8.596076965332031
C#C[C@]12CC=C[C@H](C1)C2,6.811009407043457
O[C@H]1[C@H]2CC3(CCC3)[C@@H]12,8.631451606750488
[NH-][C@H]1O[C@@H]2CCC[C@]12O,7.728034019470215
[NH-][C@@H]1CNC[C@H](C=O)O1,5.504863262176514
O=C1CCOC(=O)C1=O,3.6327197551727295
CC1=C[C@H]2CC[C@H]2C1=O,5.2490763664245605
O=CC[C@@H]1[C@@H]2CC[C@]12O,6.010994911193848
Cc1noc([C@@H](C)N)n1,6.4980788230896
C[C@@H]1C(=O)CC=C[C@@H]1O,6.065417766571045
CC1(C)CCCC(=O)N1,7.333467960357666
O=C1[C@H]2C[C@H]3O[C@@H]1[C@@H]23,5.458603858947754
C#Cc1nccc(=O)o1,4.723896503448486
COC[C@H]1[C@H]2C34OC23[C@H]14,8.389269828796387
O=CCCC(=O)[C@H]1CO1,5.842284679412842
C#CC#C[C@@]1(C#N)CN1,5.6545257568359375
C[C@H]1O[C@H]2CN[C@@H]1CO2,7.858648300170898
CC(C)[C@H]1C[C@H]1C(N)=O,7.281766891479492
C#Cc1cc(N)oc1O,5.695343017578125
CC1([C@@H]2[C@@H]3CC[C@@H]32)CC1,8.99880599975586
CC(=O)CO[C@H]1C[C@H]1O,5.458603858947754
CC1=C[C@@]2(C)C[C@H]2OC1,6.375627517700195
CC#CC[N@@H+]1[C@H](C)[C@@H]1C,7.387890815734863
C#C[C@@]12C[C@H]3C[C@@H]1[C@H]32,7.4259867668151855
C#C[C@H]1[C@H]2CO[C@@H]1OC2,8.024637222290039
C[C@@]12CC=C[C@H](O)[C@@H]1C2,7.181085109710693
O=CC[C@H]1[C@H]2CCC[C@@H]12,6.136167526245117
C[C@H]1C[C@H]2OCC=C[C@@H]12,6.987883567810059
C1=C[C@@H]2C[C@@]23CO[C@H]3C1,6.764750480651856
c1nc2c[nH+]cnc2[nH]1,4.971519947052002
O=CNCC(=O)CO,5.815073013305664
C[C@H]1C=C[C@H]2O[C@@]12C=O,5.907591819763184
C#C[C@H]1[C@@H](O)[C@@]2(C)O[C@@H]12,7.760687351226807
C#CC(=O)CCC(C)C,5.668131351470947
CC1(C)CCC=C1C#N,5.991947174072266
CC(=O)C1(C(N)=O)CC1,6.095350742340088
C[C@H]1[C@H]2CCO[C@]21CO,8.495394706726074
CCc1c[nH]c(C)c1C,6.506242275238037
CC[C@@]12O[C@@]3(C)C[C@@H]1[C@@H]23,8.498115539550781
C1COC(C2COC2)=N1,7.205575466156006
C#C[C@H]1C[C@H](C)[C@H](C)O1,7.798782825469971
C#C[C@@H]1[C@H](O)[C@@H]1C(C)=O,5.673573970794678
N#CC[NH+]1CC1,7.646399021148682
C[C@H]1O[C@H]2C[C@]1(O)C2=O,5.570170402526856
C#C[C@@]1(C)[C@H](O)C[C@@H]1C,7.972936153411865
O=C1[C@@H](O)[C@@H]2NC[C@]12O,5.379690647125244
N#C[C@]1(CO[CH+][NH-])CN1,7.480409622192383
CCc1c[nH]ncc1=O,5.126625061035156
C[C@@]1(OC=O)C[C@H]1C=O,6.1443305015563965
CNc1ccnc(F)n1,5.708949089050293
C#C[C@H](O)C1(CC)CC1,8.13348388671875
CO[C@H]1C[N@H+]2CC(=O)[C@@H]12,5.570170402526856
CC1C=C(NO)[C@@H](C)N1,4.770155906677246
CC(C)[C@@H](C)CNC=O,7.638236045837402
C[C@@]1(C#N)C[C@H]2C[N@H+]2C1,7.611024856567383
CC[C@]12C[C@H]1CN2C=O,6.987883567810059
C#C[C@@H]1CC(=O)[C@]12CN2,5.72527551651001
C[C@H]1[C@@H]2[C@@H]3[C@H]1[C@@H]1[C@H]2[C@]31O,8.318520545959473
C[C@H]1[C@H]2[C@H](O)[C@@H]3[C@H]2[C@@]31C,8.77022933959961
C[C@H]1O[C@H](C#N)OC1[NH-],7.825994968414307
OCCC1(O)CC=CC1,7.240949630737305
C[C@@H]1C(=O)[C@@H]2CC[N@H+]1C2,5.485815525054932
CCO[C@@H](CC)C(N)=O,7.213738441467285
C#C[C@H]1[C@@H](C)[C@H]1C=O,5.981062412261963
C[C@H]1[C@H]2COC([NH-])O[C@@H]12,8.09538745880127
C[C@]12C[C@H](C1)OC2[NH-],7.823273181915283
N#C[C@]12NC[C@H]1[N@H+]1C[C@H]12,6.593318939208984
OCC#CC1COC1,7.466804027557373
Cc1coc(CCO)c1,6.405560493469238
C1C[C@H]2CO[C@H]2CCO1,8.5443754196167
CO[C@@]12C=CCC[C@@H]1C2,6.737539291381836
c1cc([C@H]2CCO2)on1,6.2939934730529785
C1[C@H]2C[C@]34CC[C@]23[C@H]1O4,7.902186393737793
Nc1ccnc(F)n1,5.937524318695068
CC[C@H]1[C@H]2C[N@H+]2[C@H]1C=O,5.6545257568359375
COc1ncoc1CN,5.741602420806885
CC1=CC[C@@H](CC=O)C1,5.842284679412842
C#C[C@]1([C@@H](O)C#N)CN1,7.194690704345703
O[C@H]1C[C@H]1[C@H]1COCO1,8.48451042175293
Cc1cn(C)nc1O,6.489915370941162
CC#C[C@@H]1[C@H](O)C[C@@H]1C,7.853205680847168
C[C@]12C=C[C@H](C1)[C@H]1C[C@H]12,6.949788093566895
COCc1c[nH]nc1N,6.269503116607666
C1[C@@H]2OCC3(CC3)O[C@H]12,8.4137601852417
N#C[C@@]12C[C@@H]3[C@@H](C[C@@H]31)O2,7.559322834014893
C[C@H]1[C@H]2[C@H](C#N)[C@@H]3[C@H]2[N@@H+]31,7.782456874847412
C[C@H]1COC([NH-])C=C1N,5.477651596069336
CC#CCCC#CCO,7.401497364044189
C#C[C@@]12CC[C@@H]1C2(C)C,7.213738441467285
C#C[C@@H]1C[C@@H]2O[C@@H]2[C@@H]1O,7.894023418426514
C[C@H]1CN(C=O)CC1=O,5.8531694412231445
CC(C)[C@@]1(C)C[C@]1(C)O,8.579750061035156
C#C[C@@H](C)COCC#N,7.572928428649902
CCCOC[C@H]1O[C@H]1C,9.249149322509766
O[C@H]1[C@H]2N[C@H]2[C@H]2C[C@]21O,8.092665672302246
C[C@]12C=C[C@@H]3[C@H](C1)[C@@H]32,6.500800132751465
CC(C)(O)CCCC=O,6.2096381187438965
C1CC[C@]23O[C@H]2C[C@@H]3C1,8.789278030395508
O[C@]1([C@H]2CO2)[C@@H]2CC[C@@H]21,8.481788635253906
C[C@H]1N[C@H]1[C@@H](O)[C@H]1CN1,7.981099605560303
CC#C[C@@H]1O[C@@H]1CCC,7.453198432922363
[NH-]C1C[C@@H]2[C@H]3N[C@@H]2[C@H]3O1,7.374285697937012
C[C@@H](CO)CC#CC=O,5.589218616485596
O[C@H]1C[C@H]1c1cocn1,5.945687770843506
[NH-]C1=CNOC=C1,5.044990539550781
OCC[N@H+]1[C@@H]2C=C[C@H]1C2,6.136167526245117
CC#Cc1nc(O)no1,5.434113502502441
O=CC[C@@]12C=CC[N@@H+]1C2,5.534795761108398
COC[C@@]1(O)CC[C@H]1C,8.90628719329834
C[C@H]1[C@H]2C=C[C@@H](C#N)[C@@H]12,6.628693580627441
O=COCC#CCCO,7.330747127532959
C[C@H]1C[C@H]1N(C)C(N)=O,7.741639137268066
O=CC#Cc1ccno1,4.636819839477539
C[C@H]1[C@@H]2CCC=C[C@H]1C2,6.830057621002197
C[C@@]1(O)[C@H]2O[C@H]([NH-])[C@]21O,6.90625
O[C@H]1[C@H]2C[C@@]13[NH2+][CH+]O[C@@H]23,6.628693580627441
C[C@H]1[C@H]2[C@H](C=O)CC[N@H+]21,5.69262170791626
O[C@@H]1C[C@@H]2[C@H](O)[C@]2(O)C1,7.436871528625488
C[C@@]1(O)COC[C@H]2O[C@H]21,8.996084213256836
CCOCc1ccoc1,6.625972270965576
C[C@@H]1[C@H](O)[C@H](C)[C@@]1(C)O,8.370222091674805
C[C@H]1CC=C[C@@H](O)[C@H]1O,6.952508926391602
C[C@@]12O[C@H]3C(=O)[C@@H]1[C@H]32,6.12800407409668
C[C@H]1CC[C@H](C#N)CO1,8.177021980285645
C[C@@H](O)[C@@H]1[NH2+]C[C@H]2C[N@H+]21,6.778356075286865
CO[C@H]1CN[C@H]1CC#N,7.542996406555176
[NH-]C1OC(=O)C[C@@H]1CO,6.631414413452148
COc1ccc(N)n1C,6.332089424133301
C[C@H]1[C@H]2NCC([NH-])O[C@@H]12,6.944345474243164
C#C[C@H](C)C(=N)NC=O,6.201474666595459
C[C@@]1(O)COCOC1=O,7.319862365722656
C#CC[C@@](C)(C=O)OC,5.6844587326049805
CO[C@@]12C[C@H]3[C@H]4[C@@H]1[N@H+]4[C@H]32,8.043685913085938
CC(=O)Nc1ncon1,6.288550853729248
CO[C@H]1OC[C@@H](O)[C@H]1C,8.73757553100586
C[C@H]1CC12CCCC2,9.330784797668455
Cc1[nH]cc2onnc12,4.590560436248779
CO[C@@H](C)C(C)(C)C=O,6.1905903816223145
NC1=N[C@H]2C[C@H]2NC1=O,5.221864700317383
Nc1oncc1C1CC1,6.095350742340088
C[C@H]1C[C@@H](O)C12COC2,8.220560073852539
O=C[C@]12N[C@H]1C[C@H]1C[C@H]12,5.7878618240356445
O=C[C@@H]1C[C@@H]2[C@H](CO)[C@@H]21,5.575613021850586
C#C[C@H](C)[N@@H+](C)CC#N,6.729375839233398
CCC(=O)C#CC(N)=O,5.499421119689941
N[C@H]1[NH2+]C[C@H]2CC(=O)N21,6.000110626220703
O[C@H]1[C@H]2OC[C@H]2C12CC2,8.198790550231934
C[N@H+]1C[C@H]1C#C[C@H]1CO1,6.718491554260254
CCC1(COC=O)CC1,7.676331520080566
CC[C@H]1[C@@H](O)[C@H]1[C@H]1CO1,8.31579875946045
CC[C@@H](O)[C@@H](O)[C@@H](C)O,8.32668399810791
Cc1nc(=O)[nH]cc1F,4.683079242706299
ON[C@@H]1C[C@@H]2[C@H](O)[C@@H]2C1,6.457261562347412
O=C[C@H]1CC(=O)OC=N1,6.046370029449463
C[C@@]12CN1C(=O)CC2=O,5.657247066497803
CC(C)[C@]12OC[C@H]1[C@H]2C,8.196069717407227
O=C1CCC2(CC2)NC1,5.42050838470459
C[C@H]1CNC(=O)[C@@H](C)C1,7.213738441467285
C[C@H]1[C@@H]2[C@@H]3[C@H]4[C@H]([N@H+]41)[C@@]32O,7.801504611968994
C[C@@]1(C#N)CCC1NO,6.664068222045898
O[C@]12CC[C@H]1OC=NC2,7.300814628601074
O=C[C@]12C[N@H+]1C[C@@]21CN1,5.2300286293029785
C[C@H]1O[C@H]2CC(=O)[C@@H]1O2,5.866774559020996
C#C[C@]12C[C@](C)(C1)C2,8.250492095947266
C1=C[C@H]2[C@@H]3[NH2+][CH+]O[C@]23C1,6.201474666595459
O=C1O[C@H]2C[C@@H](O1)C2=O,5.466767311096191
O=C1C[C@]23C[N@@H+]4[C@H]2C[C@@]143,4.846347808837891
O=CN[C@@H]1C[C@@H]2C[C@@]21O,6.879037857055664
N#CCC1(C=O)CC1,6.155215263366699
C#C[C@H]1C[C@](C)(OC)C1,8.00286865234375
N#CC[C@H]1[C@H]2COC[C@@H]12,8.261377334594727
CC1(C)[C@H]2[C@@H]3[C@H]2[N@H+]2[C@@H]3[C@H]21,8.081781387329102
CC[C@H]1C[C@H](C#N)N1,7.219180583953857
NC(=O)O[C@H](C=O)CO,6.266781806945801
N#C[C@@]12CC[C@H](O)[C@@H]1N2,7.357958316802978
CC1=CCc2ccoc21,4.955193519592285
[NH-]C1O[C@@H]2[C@@H]3O[C@H]1[C@]23O,6.500800132751465
C[C@@]1(O)CCC=C1CO,7.107614040374756
C#CC[C@@H]1C[N@@H+]1CCO,7.766129493713379
CC(C)[C@H](C=O)CO,6.1933112144470215
CC(=O)C#CCOC=O,5.616430282592773
CN[C@@]12C(=O)O[C@@H]1[C@@H]2C,6.3783488273620605
C#CCC1(CC#C)CC1,8.375664710998535
C[C@@H]1C=C(CC=O)CO1,5.504863262176514
N#CC1([C@@H]2CO2)CC1,8.348453521728516
O[C@H]1CC[C@@]2(O)C[C@@]12O,8.250492095947266
CC#CC([NH2+]C)OC=O,5.959293365478516
O=CC[C@@]1(O)C[C@@H]1CO,5.817794322967529
CN1CC[C@H]2CN2C1=O,7.526669502258301
CCC(=O)C[NH+]1CC1,5.893986225128174
O=[N+]([O-])c1cnncn1,3.8830647468566895
[NH-]C1OC[C@H]2[C@H]3C[C@@H]1[N@H+]32,7.009653091430664
CCCCc1ncon1,7.240949630737305
O=C1C[C@@H]2O[C@@H]2[C@@H]1O,6.1905903816223145
N#C[C@@H]1N[C@@]12COC2[NH-],7.132104396820068
CC1=CC(C)(C)[C@H]2C[C@@H]12,6.734817981719971
C#C[C@@H]1C(=O)[C@H]2[C@@H](O)[C@H]21,5.970178127288818
C[C@H]1OC(=O)[C@@H](N)[C@H]1O,7.45591926574707
Nc1ccc(N2CC2)o1,5.782419681549072
OC1([C@H]2CO2)CCCC1,8.740297317504883
C1=CCC2(CCC1)CC2,7.012373924255371
CCCC[C@H]1[C@H]2C[C@@H]1C2,10.25597095489502
C1=C[C@]23O[C@H]2CO[C@@H]3C1,6.506242275238037
C[NH+](C)C[C@@]1(C#N)CN1,6.895365238189697
C[C@]12O[C@@H]3[C@@H]4[C@H]1[C@H]2[C@@]43C,8.522605895996094
C#C[C@@H]1O[C@]2(C)[C@H]1[C@@H]2C,7.134825229644775
O=Cc1cocc1C=O,5.210980415344238
C#C[C@@]12C[N@@H+]1C[C@H]2NO,6.2586188316345215
C#C[C@@H]1[C@@H]2C[C@@H](O)[C@]12C,7.8967437744140625
N#Cc1cc(O)c([NH-])[nH]1,3.766055822372437
O=CC[C@@H]1C=CC(=O)C1,5.186490058898926
C#C[C@@]12C=CCC[C@@H]1C2,6.522569179534912
O=C1C=C[C@@H](CCO)N1,5.858611106872559
C[C@H]1CC[C@H]2C=CC[C@H]21,7.200132846832275
CO[C@@H](C)C#CC#N,6.23957109451294
C[C@@H](O)C#CC(=O)C=O,4.215043544769287
C1[C@H]2C[C@H]3C[C@H](C3)[C@@H]12,9.164794921875
N#C[C@@]12C[C@@H]1OC2[NH-],7.515784740447998
c1cc2n[cH+]onc2[nH]1,4.076265811920166
O=Cc1cc[nH]c1,5.37424898147583
Cc1cc(F)cc(N)n1,5.687179565429688
CO[C@@]1(C)C[N@H+]2CC[C@H]21,7.706264495849609
C[C@@H]1C=C[C@@]2(CCO2)C1,6.791961669921875
C[C@H]1CCC2(CCC2)O1,8.489952087402344
N#CC1=CCO[C@@H]1C=O,5.01777982711792
C[C@H]1[C@H]2O[C@H]3C[C@H]3[C@]21O,8.31579875946045
CC(=O)Nc1nc[nH]n1,6.340252876281738
C[C@H]1CC=C[C@]1(C)C#N,7.123940467834473
C[C@@]1(O)CC[C@@H](O)[C@H]1O,8.645057678222656
CC[C@@H](O)[C@@H](O)C=O,6.12800407409668
C[C@@H](O)[C@H]1C[C@@H](CO)O1,8.481788635253906
N[C@H]1[C@H]2N[C@@H](CO)[NH2+][C@@H]12,5.962014675140381
O=C1/C=C\COCCN1,5.651804924011231
CCC1(CC)COC1,8.538932800292969
CO[C@@H](C)[C@H]1CC([NH-])O1,7.842320919036865
N#CC[NH+]1CCC1,7.102171897888184
C#C[C@]12C[N@H+]1CC21CC1,6.677673816680908
C[C@@]12O[C@]1(C)[C@@H]1C[C@@]12C,7.975656986236572
O=CNCCC1(O)CC1,6.930739879608154
C[C@]12C[C@H]1[C@H]1[C@@H](O)[C@]12O,7.4232659339904785
CC#CC1=C[C@H]2N[C@H]2C1,5.363364219665527
CC[C@@H]1C=C[C@H](C)C1,7.113056659698486
C1C[C@H]2C[C@]23CO[C@H]1O3,8.745738983154297
C#CC[C@H]1CO[C@@H](C)C1,7.948446273803711
COC[C@H]1CO[C@@H](C)O1,9.29813003540039
Nc1c[nH]c2c1CCO2,6.329368591308594
N#CC#C[C@H]1C[C@H]1C#N,6.2586188316345215
O[C@@]12[C@H]3[C@@H]1[C@]1(O)[C@H]3[C@]21O,6.985162734985352
C[C@H]1CC=C(NC=O)C1,5.747044563293457
CC1[NH2+][C@@]2(CO1)C[C@@H]2C,6.802846431732178
CO[C@H]1C[C@H]2N[C@@]12C#N,6.996047019958496
CCCc1coc(=O)[nH]1,6.533453464508057
C[C@H]1[C@H]2[NH2+][CH+]O[C@]21C#N,6.889922618865967
N#C[C@@H]1N[C@@H]2C[C@]12O,6.851827144622803
C[N@H+]1C[C@H]1C[C@@H](O)CO,7.736196994781494
CCOC(C)(C)CC#N,8.106271743774414
COCC1(O)CCC1,8.922613143920898
C[C@@]12C[C@H]3[C@@H]4[C@@H]([C@@H]41)[N@H+]32,8.351174354553223
C[C@]12[C@@H]3[C@H]4O[C@H](C[C@H]41)[C@@H]32,9.270918846130373
[NH-][C@H]1OCOC[C@H]1C=O,6.1443305015563965
C[C@]12C[C@H]1[C@H]1C[C@H]1C2=O,5.842284679412842
O[C@H]1C=C[C@@]23C[C@]12CO3,5.962014675140381
O=C[C@]1(O)C[C@H]2N[C@H]21,5.967456817626953
CCc1cc[nH]c1C=O,4.9960103034973145
C1=C[C@@H]2OCCC[C@H]2C1,6.859990119934082
C#C[C@@H]1C[C@@H]2O[C@H](C)[C@H]12,7.621908664703369
C[C@]12CO[C@@H]3C[N@H+]1[C@@H]3C2,8.157973289489746
C/N=C/NC(=O)C(C)C,6.381070137023926
O=C1[C@H]2N[C@@H]3[C@H]2O[C@H]13,5.404181003570557
C#Cc1cocc1C#C,5.825957775115967
C[C@@]1(C=O)C[NH2+][CH+]O1,5.793303966522217
N#C[C@H]1OCOC12CC2,7.480409622192383
O=C1OC[C@H]1C[C@H]1CO1,7.47496747970581
CC1=C[C@H]2C[C@]3(C)[C@H]2[C@H]13,6.370185375213623
CC(C)[C@@]1(O)CCOC1,8.68315315246582
O[C@H]1C[C@@]2([C@H]3CN3)N[C@@H]12,8.196069717407227
N#C[C@@H](C#CCO)C=O,5.823236465454102
C[C@@H](O)[C@H]1C[C@]2(CO2)C1,8.892680168151855
C[C@H]1C[NH2+][C@H]2N[CH+][NH2+][C@H]21,6.168820858001709
Nc1cncc(C=O)n1,4.367427349090576
C[C@H]1OC([NH-])[C@]12O[C@@H]2C,7.374285697937012
C1C[NH+]1[C@@H]1[C@H]2C[N@@H+]3[C@H]2[C@H]13,8.718527793884277
CC(=O)[C@@]1(CO)CCO1,5.640920639038086
N#CCC1(O)CCCC1,8.29403018951416
C[C@H]1C[C@@H](O)[C@@]12C[N@H+]2C,7.981099605560303
C[C@H]1C[C@@]2(C)C=C[C@@H]1C2,6.922576904296875
CC[C@@](C)(O)[C@@H](N)C#N,7.864090442657471
OCC1CC=CC1,7.219180583953857
C[C@@H](C1CC1)[C@H]1CO1,9.504937171936035
C[C@@]1([C@H]2CN2)C[C@H]1C#N,7.654562950134277
N#C[C@H](O)[C@H]1CN1,7.085844993591309
C#C[C@H](C)C(=O)O[CH+][NH-],6.476309776306152
O=C(CO)c1ccco1,5.202816963195801
C[C@H]1[C@@H]2CC[C@H](O)[C@H]1C2,8.83553695678711
C[C@@H]([C@@H](O)C=O)[NH+]1CC1,5.75792932510376
C[C@H]([C@@H](C)C#N)[C@H]1CN1,7.687216281890869
O=C1NC[C@H]2CCC=C12,5.785140514373779
C#C[C@]12C[C@@H]3C(=O)[C@H]1[N@@H+]32,6.17426347732544
CC(=O)NC(=O)C(C)C,5.983783721923828
C[C@@]12OC[C@H]3[C@H]4[C@@H]1[N@H+]4[C@H]32,8.691316604614258
O=C1[C@@H]2CC[C@H](O)[C@H]1N2,6.106235027313232
O=C1OC[C@@H]2CO[C@H]1O2,6.811009407043457
C#CC[C@@]1(C)[C@H](O)[C@@H]1O,7.523947715759277
C[C@@H]1OC(=O)N[C@@H]1C,8.517163276672363
CCC(=O)[C@@H](C)OC,6.250455379486084
C[C@@H](C#N)[C@H]1CC(=O)O1,7.815110206604004
CCC(=O)CC,6.411002159118652
C[C@@]1([C@@H](N)CC#N)CN1,7.880417823791504
c1cnc2[nH]ncc2c1,5.292614459991455
CO[C@]12C[C@H]1[N@@H+](C)[C@H]2C,7.50762128829956
