smiles,G
CC1=C[C@@H]2[C@H](C)[C@]2(O)C1,-10534.3193359375
C[C@H]1CO[C@H]2CC(=O)[C@H]21,-11512.494140625
C[C@H]1CC[C@]1(C)C1CC1,-9588.6064453125
C[C@H](C#N)O[C@@H](C)C#N,-11375.970703125
O=C1CC([NH+]2CC2)C1,-9901.3544921875
O=C1O[CH+][NH2+][C@H]1[C@H]1CN1,-12353.6572265625
C[C@H]1[C@@H](O)[C@]1(C)NC=O,-11981.92578125
C[C@H]1NC(=O)C[N@H+]2C[C@@H]12,-11408.5634765625
C[C@@]1([C@H]2CCO2)CCO1,-11543.7822265625
O=C1O[C@H]2[C@H]3[NH2+][CH+]N1[C@H]32,-12320.583984375
CCc1cc(C)n(C)n1,-10431.47265625
CO[C@H]1C([NH-])OC1(C)C,-11981.7138671875
CC[C@@]1([C@@]2(C)CN2)CN1,-10461.5859375
CC[N@H+]1CC=CC(=O)C1,-10971.7294921875
C[N@H+]1C[C@]1(C=O)[C@H]1CN1,-11406.6650390625
CC(=O)NC1(CO)CC1,-11982.2021484375
N#Cc1c[nH]nc1N,-10170.8994140625
O=C[C@H](CO)[C@H]1C[C@H]1O,-12522.1240234375
CO[C@@H](CO)[C@@]1(C)CN1,-12013.19140625
COC[C@H]1N[C@@H](C)C1=O,-11981.2890625
Cc1nc2cn[nH]c2[nH]1,-11239.697265625
O=CC[C@H]1OCC(=O)O1,-13469.0263671875
C[C@@H](O[CH+][NH-])[C@H]1CN1,-10370.9443359375
C[C@H]1O[C@H]2CO[C@@H]1OC2,-12522.658203125
O[C@H]1C[C@H]1[C@@]12CC[N@@H+]1C2,-10969.1923828125
C[C@H]1CCC[C@H]1CCO,-10599.98828125
O=C[C@H]1[C@H]2OCC(=O)[C@@H]12,-12457.3564453125
C[C@H]1[NH2+]CC(=O)[C@@H]1C=O,-11948.62890625
C[C@H]1C[C@]1(CO)C1CC1,-10566.0283203125
CC[C@H]1NC(C)(C)C1=O,-11004.2041015625
C[C@H]1OC[C@]12[C@H](O)[C@@H]2O,-12521.169921875
CCC(=O)CC[NH+]1CC1,-11003.7177734375
O=C1N[CH+][C@H]2C[C@H]3[C@@H]1[C@H]32,-10904.66015625
[NH-]C1Cc2[nH]cnc2N1,-11239.91796875
C[C@@H](O)c1nc(O)co1,-12927.787109375
C[C@H]1CCC(=O)[C@H]2C[N@H+]21,-10971.197265625
CC[C@H]1C[C@H]2[C@@H](OC)[C@@H]12,-10565.8232421875
CCOc1cc[nH]n1,-10339.595703125
C[C@@H](NC=O)[C@H]1CN1,-10371.7822265625
OC[C@]12[C@@H]3C[C@H]1C[N@H+]2C3,-10969.337890625
C#C[C@@H]1NC(=O)N2C[C@H]12,-11342.125
C1=C[C@H]2N[C@@]2(C2CC2)C1,-9959.83984375
C[C@]12C[C@H]3C[C@H](O3)[C@H]1O2,-11511.3515625
CCCOC[C@@H](O)C=O,-12555.3408203125
C[NH2+]C1N[C@H](C=O)CO1,-12386.576171875
C[C@@]1(N)[C@H]2OC[C@]21C#N,-11374.38671875
CC#C[C@H]1C[C@@H](O)[C@H]1C,-10533.4765625
C[NH2+][C@H]1CCOCO1,-10912.8291015625
C/N=C(\N)C(=O)C(C)=O,-12386.98046875
CCC(=N)N(C)C(N)=O,-11878.9951171875
[NH-][CH+]O[C@@H]1C[C@@H]1O,-9842.6396484375
CC[CH+]1N=C[CH+]OC1[NH-],-11376.3134765625
OC[C@H]1O[C@H]2COC[C@H]21,-12521.9853515625
C[C@H]1CCC[C@]1(C)CO,-10600.05078125
C#C[C@]1(NC)C[C@H]1C#N,-10363.609375
O[C@@]12C[C@H]3C=C[C@@H]1[C@H]32,-9431.4169921875
[NH-][C@H]1CCOCO1,-9843.81640625
Nc1ccc2n1[C@@H]1C[C@H]21,-10363.8369140625
N#CCc1coc(N)c1,-11343.9365234375
C1#CCOCOCCC1,-11510.76953125
N#C[C@H]1[C@H]2CCOC[C@@H]12,-10938.638671875
CCC1=C(CC)CCC1,-9590.0244140625
OC[C@@]12O[C@H]3C[C@@H]1[C@H]32,-10440.8525390625
C#C[C@@H]1CC(C)=C[C@H]1O,-10501.0751953125
N#CC#Cc1cn[nH]c1,-10736.9375
CC[C@@]1(C)COC1=O,-10476.654296875
O=C1OC[C@@]2(CO)C[C@@H]12,-12490.60546875
C#CC#CCOCC,-9430.7431640625
CO[C@@H](C)C(=O)CC=O,-12523.083984375
Cc1cn2c(n1)[C@H](O)C2,-11375.537109375
N#CC(=O)N(C=N)C=N,-12217.3916015625
CO[C@@H](C)CC[NH+]1CC1,-11035.49609375
CO[C@H]1[C@H]2[C@H]3O[C@]1(C)[C@H]32,-11510.00390625
CNC(=O)[C@@H](N)CC#N,-11846.4560546875
c1nnoc1N1CCC1,-11811.3486328125
CC#CC(=O)C(N)=O,-10848.0595703125
O=C1N[C@H]2[C@H]3O[C@@H]1O[C@@H]23,-12894.3701171875
CNC(=O)[C@H]1NC1(C)C,-11441.2529296875
OC[C@@H](O)C[C@@H](O)CO,-13565.5
C[C@]12CCOC[C@H](C1)C2,-10566.80859375
O[C@H]1CC2(COC2)[C@H]1O,-12521.3486328125
C[C@@]12CC[C@H]3O[C@@H]1C[C@H]32,-10534.06640625
O[C@H]1C[C@@H]2O[C@H]1C21CC1,-11510.6630859375
C[C@H]1CCC1(C)C,-7483.69921875
C[C@H]1CC[C@@H]2OC[C@H]1O2,-11545.33203125
CCC1(CC)O[C@H]1CO,-11577.0185546875
CCO[C@@]1(C)C[C@H]1CO,-11576.8408203125
C1=C[C@H]([NH+]2CC2)[C@@H]2N[C@H]12,-10395.748046875
CC[C@@]12[C@H]3C[C@]1(O)C[N@H+]32,-10969.4853515625
C#C[C@H]1[C@H]2O[C@H]3C[C@H]3[C@@H]12,-10466.6787109375
CC1(C)[C@@H]2C([NH-])O[C@@H]21,-9901.4697265625
C[C@@H](C#N)[C@H]1CCOC1,-10971.8359375
CN[C@@H](C#N)C(C)(C)C,-10463.3857421875
C[C@@]12C[NH2+]C(C#N)[N@@H+]1C2,-10801.8212890625
COC1(C(=O)C=O)CC1,-12489.5888671875
O=C[C@H]1[C@@H](CO)[C@H]2C[C@@H]12,-11511.1796875
O=C1[C@@H]2CC[C@H]1C2,-8396.181640625
CC[C@H]1NC[C@]1(O)C#N,-11407.8134765625
CC#CC[C@H]1CNC1=O,-10938.5576171875
Cc1cc([NH-])nc(O)[nH+]1,-11814.189453125
OC[C@@]1(O)C[C@H]1[C@H]1CN1,-11980.13671875
N#C[C@]12C[C@@H]3[C@H]1OC[C@@H]32,-10904.986328125
C[C@@]12COC3(CC3)[C@@H]1C2,-10533.7314453125
COC(=O)C[NH+]1CC1,-10912.5009765625
C#Cc1conc1OC,-11882.4638671875
C[C@H]1COCO[C@H]1C#N,-11949.392578125
C[C@]12OC[C@H]1C[C@@H]2NO,-11947.015625
OCC1=CCCC1,-8429.0166015625
C(#C[C@H]1CO1)C1CC1,-9430.619140625
CC[C@H]1CCOCO1,-10508.63671875
C1O[C@@H]2[C@@H]3C[C@H]1C[C@H]2C3,-10534.40625
O[C@]12CCO[C@H](C1)OC2,-12522.8701171875
C[C@@]12CO[C@H]3O[C@@H]1C[C@H]32,-11511.6796875
CC(C)[C@H]1COCCO1,-11577.51953125
C[C@]1(C#N)C[C@@H](C#N)C1,-10365.6220703125
C[N@@H+]1C[C@@H](O)[C@]1(C)C=O,-11981.15234375
C1=c2[nH]ccc2=NON1,-11745.5859375
C1=C[C@@]2(CO2)C[C@H]2C[C@@H]12,-10500.91796875
O[C@]12C[C@H]1CO[C@H]1C[C@H]12,-11511.048828125
CCO[C@@H](C)C1(O)CC1,-11576.9375
N#CCC(=O)C[C@H]1CN1,-11375.4111328125
O=C[C@H]1[C@@H]2[C@@H]3CO[C@@H]3[C@H]12,-11477.7509765625
CC(C)C#C[C@@]1(C)CN1,-9992.32421875
OC[C@]12COC[C@H](C1)C2,-11544.1923828125
CC1=C([NH-])OC(C)(C)[CH-]1,-10972.5263671875
[NH3+][C@H]1[C@H]2OC[C@]21C(=O)[O-],-12924.458984375
C#C[C@@]1(O)[C@@H]2OC[C@@]21O,-12454.5302734375
N#C[C@H](O)[C@@]1(C#N)CN1,-11779.2041015625
CC[C@@]1(C#N)[C@@H](C)[N@H+]1C,-10429.9921875
O=CCC1=CCC(=O)N1,-11918.001953125
C[C@@H]1[C@@H]2C[N@@H+]3[C@H]1[C@]23C,-8922.642578125
C#C[C@]1(C(=O)NC)CO1,-11915.5595703125
CC1=C[C@@H]2C[C@H]1[C@]2(C)O,-10533.611328125
[NH-]C1O[C@H]2C[C@H]2C12CC2,-10938.2587890625
C[C@H]1[C@H]2CCNC(=O)[C@@H]12,-10972.1474609375
Oc1[nH]ncc1N1CC1,-11811.826171875
C[C@H]1CC=CC[C@H]2O[C@@H]12,-10533.8828125
N#C[C@H]1N[C@]23C[C@H](C2)[C@H]13,-10361.1767578125
N#CCC1(O)CCC1,-9902.32421875
CNc1nc(N)oc1O,-12823.5498046875
[NH-]C1NC(=O)[C@@H]2[C@@H](O)[C@H]12,-12354.2685546875
O=C1[C@H]2[C@@H]3[N@H+]2C[C@]13CO,-11914.666015625
Cc1ncc(CCO)o1,-11950.1806640625
C[C@@H]1C[N@@H+]1C[C@@H](C)O,-9966.6943359375
C[C@@]1(O)COC12CCC2,-11544.0546875
CC[C@H]1O[C@]1(CC)CO,-11577.1376953125
CC[C@]1(O)[C@@H]2O[C@H]1[C@@H]2O,-12520.580078125
C[C@@]12[C@@H]3[C@H]4[N@@H+]3[C@]1(C)[C@]42C,-9957.837890625
CC#C[C@H]1CN[C@H]1C#N,-10363.9443359375
Nc1oc(=O)[nH]c1CO,-13365.1318359375
C[C@]1(C#N)[C@H](O)[C@@]1(C)N,-11408.0146484375
C[C@@H]1[C@H](C)N1C(N)=O,-10372.330078125
O=CO[C@H]1C[C@@]12CCO2,-12489.2998046875
Cn1cnc2[nH]nnc21,-11675.85546875
C[C@H]1O[C@@]12C=CNC2=O,-11917.0341796875
C[C@H]1N[C@@H](C#N)C1NO,-11810.8564453125
C1=C[C@H]2C[C@@H]3C[C@H](O2)[C@H]13,-10501.4677734375
N#CC(=N)NC(=N)C=O,-12217.26171875
CCOC1CC(C)(C)C1,-10599.5234375
C[C@@H]1[C@H](C)[N@@H+]1[C@@H]1C[C@@H]1C,-10024.9697265625
C1C[C@]2(CN2)COCO1,-11980.7177734375
O[C@H]1C[N@H+]2C[C@]1(O)C2,-10911.4091796875
[NH-]C1ON=C(O)OC1=O,-14308.8818359375
CN(C)c1ncco1,-10339.7734375
CCCCc1cc[nH]c1,-9994.634765625
C[C@]12OCC[C@@H]3[C@H]1C[C@@H]32,-10533.111328125
C1C[C@]23C[N@H+]2CC[C@@H]3O1,-10970.8466796875
N#C[C@H]1C([NH-])OC12CC2,-11342.5029296875
CO[C@H]1CNCC1=O,-10912.578125
CC#Cc1c[nH]c(O)n1,-11343.5693359375
N#Cc1cnccn1,-9701.6181640625
CC1(NC(=N)C=O)CC1,-11408.13671875
CC[C@H]1CCCC1=O,-9499.0654296875
O=CNC[C@H](O)[C@H]1CN1,-12418.4482421875
Cc1c(N)oc(N)c1C,-11409.1923828125
ON[C@@H]1[C@@H]2C[C@H]1OCO2,-12924.6123046875
N#C[C@]12CN[C@H]1[C@H]1N[C@H]12,-10799.7060546875
C[C@H]1[C@H]2[C@H]3C(=O)[C@]1(C)[C@H]32,-10501.041015625
NC(=O)CC1(CO)CC1,-11982.3271484375
C#CC[N@@H+]1C[C@@]1(C)C#N,-10363.396484375
C[C@]12C[C@H]1[C@H]1C(=O)N[C@H]12,-10938.009765625
c1[nH]nc2c1[C@@H]1N[C@@H]1C2,-10801.6796875
O=C1NC[C@@]12C[C@H]1O[C@H]12,-11915.5390625
O=C1O[C@@H]2[C@H]3C[C@@H]2[C@@H]1C3,-11480.2568359375
Cc1nc(N(C)C)co1,-11409.0498046875
C#Cc1cc(C#N)c[nH]1,-10300.37109375
C#Cc1nc(O)[nH]c1N,-11780.0361328125
C1=CC[C@]23CC[C@@]2(C1)O3,-10501.017578125
C[C@H]1C[C@H]2C[C@@H]3[C@H]2[C@@]31C,-9556.091796875
O=C1C[C@]2(CCOC2)N1,-11949.744140625
N#CC[C@H]1NC[C@@]12CO2,-11374.4970703125
O=CCn1cc[nH]c1=O,-12355.021484375
COc1nc(O)[nH]c1N,-12823.7255859375
NC(=O)N[C@H]1C[C@@H](O)C1,-12419.4404296875
O=CC#Cc1ncon1,-12287.1416015625
O[C@H]1C[C@]12[C@@H]1CC[C@H]2O1,-11510.630859375
C[C@@H](C=O)[C@@H](O)CO,-11486.2197265625
O=C[C@H]1Cc2nccn21,-11342.8818359375
CC[C@H]1[N@H+]2CC[C@@]12C#N,-10396.8330078125
CC(=O)Cc1nnon1,-12789.49609375
N#CC[C@@H](N)COC=O,-12386.79296875
C1CO[C@H]2CC[C@H](C2)O1,-11544.828125
ON[C@H]1[C@H](O)[C@@H]2N[C@H]12,-11314.0498046875
C[C@H]1NC(=O)[C@@]12C[C@H]2O,-11949.162109375
CO[C@H]1C(=O)N2C[C@@]12C,-11948.25
Oc1cc(F)cnc1O,-13549.8056640625
CC(C)(C)CC(=O)CO,-11578.2177734375
O=COc1cn[nH]c1,-11285.0673828125
Cc1cnc(F)nc1C,-12031.3671875
NC(=O)C#CC1(O)CC1,-11915.966796875
O[C@H]1C[C@H]2CCC=C[C@H]21,-10534.26953125
CNc1[nH]nnc1CO,-12281.73046875
CC(=O)C[C@H]1OCC1=O,-12490.3837890625
CCOC[C@H]1CN1C=O,-11981.2392578125
CN(C(=N)C=O)C(N)=O,-12824.3779296875
O[C@@H]1C[C@H]2CC[C@@H](C1)C2,-10567.6884765625
O=C1O[C@]23CC[N@H+](C2)[C@@H]13,-11913.19921875
NC(=O)Cc1cnno1,-12790.7646484375
C[NH2+][CH+]OC(N)=O,-10281.796875
CC[C@]12O[C@H]1[C@H]1[C@@H](O)[C@H]12,-11509.89453125
OCCc1cnc(O)[nH]1,-12387.076171875
C1CC2(C1)CCC2,-7450.345703125
C[C@@H]1[C@H](C)[C@@H]1C[NH+]1CC1,-10024.775390625
CC1(C)[C@@H]2NC(=O)C[C@@H]21,-10972.296875
C1=C[C@@H]2O[C@]23C[N@H+](C1)C3,-10936.125
Oc1c[nH]c(O)n1,-10248.9677734375
CC#Cc1cocc1N,-10905.990234375
N[C@]12C(=O)N3[C@H]([C@H]1O)[C@@H]32,-12351.759765625
C#CC1=C[C@@H]2N[C@@H]2[C@@H]1C,-9926.7333984375
O=C(CO)c1cnoc1,-12894.1162109375
C[C@H]1CCC=C[C@]1(C)O,-10567.4853515625
C#C[C@H](C)[C@@]1(C)C[N@H+]1C,-9991.697265625
O=C1CC[C@@]2(CO)C[C@@H]12,-11512.5400390625
CC[C@@]1(C)[C@@H](C#N)[N@H+]1C,-10430.103515625
N#CC[C@H]1CCOCO1,-11949.5380859375
C[C@@]1(O)C[C@H]1[C@H]1CCO1,-11543.7958984375
C[C@H]1CO[C@H](C#N)CN1,-11408.3330078125
OC[C@H]1[C@H]2[C@H]3CC[C@@H]1[N@@H+]23,-10970.048828125
CC(C)[C@]1(C)[C@H](O)[C@@H]1C,-10599.4228515625
CO[C@H]1CC=C[C@H]2C[C@@H]12,-10533.9208984375
C[C@H]1CC(=O)O[C@H]1CO,-12523.931640625
CO[C@]12[C@@H]3C[CH-][C@H]1C[C@@H]32,-10498.2666015625
CC[CH+]1N=COC([NH-])=N1,-11813.5908203125
N#CC[C@@H]1CNC1=O,-10307.32421875
C1=Cc2ccnn2C1,-9296.5888671875
CC1=C(C)[C@H](C#N)NC1,-10398.361328125
[NH-][C@@H]1CO[C@@H]([NH-])CO1,-11317.1728515625
N#CC[C@@H](O)CO[CH+][NH-],-12386.150390625
CC[C@H]1[C@H]2C=CC[C@]21O,-10534.123046875
CC[C@H]1[C@H]2N[C@H]2C12CC2,-9991.6669921875
O=CO[C@H]1[C@@H]2[C@H]3C[C@@H]2[C@H]31,-11477.81640625
CN[C@H](C#N)C[C@H]1CO1,-11407.4462890625
C#C[C@H](C)CC(C)C,-8519.5
[NH-]C1=C([NH-])ON=CN1,-11179.86328125
C[C@H]1CC[C@@H](O)[C@@H](C)C1,-10600.4228515625
N#C[C@H]1O[C@H]1[C@H]1CO1,-10845.9921875
O=C[C@@]1(CC2CC2)CO1,-11511.341796875
CO[C@H]1C[C@H]2CC[C@@H]1C2,-10567.265625
C[C@@]12C[C@H]3C[C@@H](C1)[N@H+]32,-8922.9609375
Cc1ncnnn1,-9132.9384765625
Cn1cnc(O)nc1=O,-12792.689453125
CCC(=O)[C@H](C=O)CC,-11545.8837890625
[NH-]c1nc(F)c(F)[cH+]o1,-14639.12109375
Cc1nc(C(N)=O)c[nH]1,-11815.0048828125
C[C@H]1[C@H]2C[C@H]3O[C@@H]1[C@@]23O,-11510.658203125
C#CC[C@@H]1C[C@@H]1OCC,-10532.7685546875
O[C@]12CC[C@H]1[C@@]21CCO1,-11510.4853515625
CC#CC[C@H]1O[C@H]2C[C@H]21,-10499.7587890625
CNc1nncc([NH-])[nH+]1,-11708.74609375
O=C[C@H]1[C@H]2C[N@H+]3C[C@@H]1[C@@H]23,-10936.77734375
CC(=O)OCCCC=O,-12524.0947265625
CO[C@@H](C)C1(O)COC1,-12554.2939453125
C1O[C@H]2[NH2+]C[C@H]3N[C@H]3[C@@H]12,-11374.5087890625
C/N=C/N1C[C@H]1C#N,-9764.921875
O=CC(=O)N[C@@H]1C[C@@H]1O,-12927.2265625
C1[C@@H]2C[C@@H](O2)[C@H]1[C@H]1CO1,-11510.720703125
N#C[CH+]1C=NOC([NH-])=N1,-12183.271484375
C#CC1=C[C@@H]2C[C@H]1C2=O,-10435.0732421875
C[C@@]12CCOC=N[C@@H]1C2,-10971.017578125
C[C@H]1OC[C@@H](C#N)[C@H]1O,-11949.5673828125
C#C[C@@]12CO[C@]1(C#N)C2,-10871.248046875
CC1=CCOCC1=O,-10443.7421875
C#C[C@]1(C)N[C@H]1[C@H]1CN1,-10395.2646484375
CO[C@]1(C=O)[C@H](C)[C@@H]1C,-11544.5322265625
C[C@H]1C23OC12[C@@]31C[C@H]1O,-11509.2333984375
O=C[C@H](O)[C@@H]1[C@H](O)[C@@H]1O,-13499.6845703125
O[C@H]1COC[C@]2(CO2)C1,-12521.9560546875
O=C1CN=C([C@H]2CO2)O1,-12894.861328125
O=C1C[C@H]2C[C@H]2NC1=O,-11917.296875
C1=CC[C@@H](C2CC2)CC1,-9556.58203125
N#C[C@@H]1C(=O)CN1C=O,-12321.296875
C#C[C@@]12C[C@H](C)[C@@H]1CO2,-10499.705078125
O=C1[C@H]2C[C@@H]1[C@@H]2CCO,-11510.8203125
C[C@H]1C=C[C@H]2OCO[C@@H]12,-11512.4111328125
ON[C@H]1[C@@H]2C=CC[C@H]1N2,-11373.396484375
C#C/C(=N\O)[C@@H]1C[N@@H+]1C,-11372.3515625
OCC[C@@]12CCO[C@@H]1C2,-11544.21875
NC(=O)NC[C@@H](O)C=O,-13397.880859375
C#C[C@@]12CCC[N@@H+]1[C@@H]2C,-9959.3251953125
CC1(C)C(=O)[C@H]2C[C@@H]1O2,-11511.9462890625
OC[C@]12[C@@H]3[C@H]1[C@H]1C[C@@H]3[N@H+]12,-10935.830078125
c1nc2c([nH]1)[C@H]1C[N@H+]1C2,-10801.859375
[NH-]c1ccoc(=O)[nH+]1,-11286.021484375
C[C@H]1[C@@H]2[C@@H]3[C@H]4C[C@@H]3[C@H]4[C@H]12,-9522.08984375
C#C[C@H](C)[C@@H]1C[C@@H]1CC,-9555.36328125
C[C@@H](CO)n1ncnn1,-12281.6533203125
C[C@@H](O)COCCCO,-12587.638671875
Nc1cc(O)c(O)cn1,-12355.1689453125
O[C@@H]1C=C[C@@H]2O[C@@H]2C=C1,-11478.728515625
C[C@H]1CC(=O)N1C,-8866.5703125
CC1=C(C)[C@@H](C)NC1=O,-10973.234375
C1C[C@H]2C[C@H]2[C@H]2C[C@H]2C1,-9555.77734375
C[C@H]1[N@@H+](C)[C@@]12C[C@H]1O[C@H]12,-10969.068359375
C[C@@]1(O)CC[C@@H](CO)C1,-11577.8173828125
C[C@H]1CNC(=O)C(N)=N1,-11846.75
C[C@H]1C[C@H]1C(C)(C)C=O,-10566.9541015625
CC(C)(C)c1ccc[nH]1,-9994.646484375
C[C@H]1[N@H+]2C[C@]1(O)[C@H]2CO,-11979.333984375
C[C@]12C[C@H]3N[C@H]3[C@H]1O2,-9901.037109375
C[C@@]1(O)C[C@H]2CO[C@H]21,-10474.65625
C#CC[C@@H](C#C)[C@H]1CO1,-10466.2275390625
CCC(=O)[C@H]1COC1=O,-12491.28125
C[C@](C#N)(C=O)[C@H]1CN1,-11375.228515625
CO[C@@]1(CO)C[C@H]1O,-11485.0107421875
O=C1CC2=C(CCC2)N1,-10940.220703125
CCC(CC)(CO)OC,-11609.8828125
O=CO[C@H]1CC=CC1=O,-12458.65625
CO[C@H]1CC[C@H]2O[C@@H]12,-10475.1123046875
CNc1ccc(=O)oc1,-11917.6298828125
CC1=C(C)[C@@H](C)CCC1,-9590.0390625
CC[N@@H+]1[C@@H]2[C@H](OC)C[C@@H]21,-11002.2255859375
O=C1CCCC(=O)OC1,-12491.22265625
CN1CCC(C)(C)C1=O,-11005.5478515625
C[N@H+]1[C@@H]2C(=O)NC(=O)[C@@H]21,-12354.435546875
CC[C@@H]1C=C2CC[C@@H]2C1,-9556.1318359375
CCN1C[C@@H](CO)C1=O,-11982.375
Cc1cnc(F)[nH]c1=O,-13009.4013671875
C[C@H]1Cn2cncc2O1,-11376.3525390625
C[C@H]1[N@H+]2C[C@H]2[C@H]2O[C@]21C,-10970.2646484375
CC[C@@]12CC[C@]1(C)CO2,-10566.439453125
C#CC1(OC(C)=O)CC1,-11479.0205078125
CC[C@H]1C[C@]23C[N@H+](C2)[C@@H]13,-9988.9951171875
C/N=C(/NC)NC=O,-10809.685546875
C[C@@]1(CO)COC(N)[NH2+]1,-12419.435546875
N#C[C@H]1[N@H+]2C[C@H]2[C@@]12CN2,-10799.9013671875
C[C@H]1[C@H]2[C@H]3N1C(=O)[C@@]23C,-10937.451171875
C#CCc1nc(O)c[nH]1,-11343.07421875
N#C[C@@]12C[C@H]3CC[C@@H]1[C@H]32,-9928.064453125
OC[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@]23O,-12487.46484375
N#C[C@@H]1C[C@@H]1C=O,-8800.619140625
Oc1noc2c1CCC2,-11916.50390625
C1CC1[C@]12C[C@@H]3[C@H]1[N@@H+]3C2,-9958.2939453125
O[C@@]12CC[C@H]3C[C@@H]1C[C@H]32,-10534.16796875
C1C[C@]23C[C@@H]4O[C@H]2[C@@H]4[C@H]13,-10499.2421875
O=C1C[C@H]2C=CC[C@@H]1C2,-10502.7939453125
N#C[C@]1(N)C[C@H]2CC[C@H]21,-10397.08984375
[NH-]C1NC(=O)OC[C@@H]1N,-12824.3857421875
C[C@H]1OCC[C@H]2OC[C@@H]12,-11544.4130859375
[NH-][CH+]OC1(C2CC2)CC1,-10970.1005859375
CC[C@H]1[C@@H]2C=C(C)[C@H]1O2,-10533.177734375
O=CNc1ncccn1,-11782.0029296875
[NH-]C1NC[C@H](CO)C1=O,-12386.640625
O=CN1[C@@H]2C[C@H]1[C@@H]1C[C@@H]12,-10937.6376953125
[NH-]C1=C(F)C(N)ON=N1,-13879.6279296875
C[C@]12CC[C@@H]3[C@H](CC1)[C@@H]32,-9556.8701171875
O=C1C=CC(=O)NCC1,-11917.9443359375
O[C@@H]1[C@H]2C=C[C@]3(O)[C@H]2[C@H]13,-11478.0439453125
C[C@]1(C#N)[C@H](C=O)[C@@H]1O,-11916.46875
C[C@@H](O)[C@@]1(C)N[C@H]1CO,-12013.595703125
C[N@@H+]1[C@@H]2[C@H]1[C@H]1O[C@@H]2C1=O,-11914.5107421875
C[C@@]1(O[CH+][NH-])C[C@H]1CO,-11981.09765625
O=COC12C[NH+](C1)C2,-10878.294921875
C#C[C@@H]1C[C@@](C)(O)[C@@H]1O,-11510.8857421875
CCNC(=N)C(=O)NC,-11879.0625
C[C@@]1(O)[C@@H](O)CC12CC2,-11544.0244140625
CC[C@H]1C[C@@H](O)CO1,-10508.5830078125
O[C@]12CC[C@H](OC1)OC2,-12522.80859375
N#C[C@]12C=C[C@H](O1)[C@@H]2O,-11882.3056640625
NC(=O)C(=O)OC1CC1,-12928.1357421875
C[C@@]12[C@@H]3OC[C@H]4[C@@H]3[N@@H+]1[C@H]42,-10937.025390625
O=c1occ([C@H]2CN2)o1,-12894.708984375
Cn1cc(NC=N)cn1,-11272.0400390625
CNc1oc(N)c[n+]1C,-11845.53515625
C[C@H]1C[C@H]2C([NH-])OC[C@@H]12,-10971.541015625
C#C[C@@H]1[C@@H]2[C@H]3[C@@H](C)[C@@H]2[N@H+]31,-9924.26953125
C#CC#CCCCCC,-9522.7265625
C#C[C@H](O)C1CCC1,-9463.7470703125
Oc1c[nH]cc1[C@H]1CN1,-11375.36328125
C#C[C@@H]1C[C@]2(C)[C@H]1[C@@H]2C,-9522.2099609375
C[C@@]1(C=O)CC=CCO1,-11512.5166015625
CC#CC#C[C@H]1CCO1,-10467.208984375
C[C@@H]1[C@@H]2[C@H]3C[C@]2(C)[C@@H]13,-8485.501953125
C[N@H+]1[C@H]2[C@@H]3O[C@@]2(C)C[C@@H]31,-10969.5234375
COc1cnn(C)c1N,-11845.1337890625
C[C@H]1OCOCC1=O,-11453.875
N#Cc1nnoc1CN,-12216.251953125
CC(C)[C@@]1(C2CC2)CO1,-10566.0888671875
CC[C@H]1CCN=CO1,-9935.4462890625
CO[C@@]12C[C@H]3C[C@@H]1[C@H]32,-9463.279296875
CCCC(O)(CC)CC,-10632.72265625
C#CC#C[C@@H]1OC[C@@H]1C,-10466.869140625
C#C[C@@]12CC[C@@H]1[C@@H]2CO,-10499.62890625
C[C@]12C=C[C@H](CC1)CC2,-9557.22265625
C[C@H]1OC([NH-])[C@H]1CC#N,-11375.9775390625
C[C@@]12CNC(=O)[C@@H](C1)O2,-11949.7626953125
C#C[C@](C)(CO)C(C)C,-10566.05078125
C#CC[C@H]1C[C@H]1C#N,-8858.080078125
C1CC1Oc1nn[nH]n1,-12248.2685546875
c1n[nH+]c2n1[CH+]N=N2,-10606.546875
O=[N+]([O-])c1cnno1,-12695.712890625
N#CC[C@@H]1C[C@H](O)C1=O,-11916.775390625
CCC[NH2+]C1CCO1,-9934.833984375
N=CNc1cnc(O)o1,-12791.146484375
C1O[C@H]2CC[C@H]3O[C@H]3[C@@H]12,-11511.36328125
O[C@@]12C[C@H]3[C@@H]1C[N@H+]3C2,-9900.2333984375
C[C@H]1NC(=O)[C@H]1C1CC1,-10971.546875
C[C@H]1C[C@H]1n1cnnn1,-11270.6875
Nc1cn(C=O)cc1N,-11813.724609375
C1C[C@@]2(C[C@@H]3O[C@@H]3C2)O1,-11511.4169921875
C#CCOC12C[NH+](C1)C2,-10934.970703125
C[C@H]1[C@H]2C[C@@H]1C(=O)[C@H]2O,-11512.123046875
CC(=O)C1=NCC([NH-])N1,-11813.8427734375
CC[C@@]12C=C[C@@](C)(C1)O2,-10533.376953125
C#C[C@@]12O[C@@H]1C[C@@H]2CC,-10499.720703125
[NH-]C1=CC(CO)CO1,-10880.3994140625
O=Cc1cnnnn1,-11145.947265625
[NH-]C1O[C@H]2COC[C@H]2O1,-12927.5009765625
C[C@]12C=C[C@H](CO1)CO2,-11512.302734375
CC#C[C@@H](O)[C@H]1C[N@H+]1C,-10969.4736328125
C[C@H]1CN(C=O)C12CC2,-10971.142578125
Nc1oc(=O)oc1N,-12295.984375
