smiles,U_0
C[C@]12C[C@H]1[C@]1(CN1)[C@H]2O,-10968.78125
C[N+]1=C[CH+]n2cnnc21,-11238.4658203125
CC(C)C(C)(C)CC=O,-10599.1171875
Cc1ccoc1CC#N,-10906.2783203125
CO[C@H]1[C@@H]2C=C[C@@]1(O)C2,-11509.8291015625
C[C@]12CO[C@H]1C(=O)N2,-10878.8984375
O=CC[C@H](O)[C@@H](O)C=O,-13499.833984375
CN1C[C@H]2C[C@H]2CC1=O,-10971.07421875
C[C@H]1[C@@H]2CCC(=O)[C@H]1C2,-10534.013671875
CC#CCC1CC(=O)C1,-10500.326171875
N#CCCC#CC1CC1,-9926.5068359375
ONC1=C[CH-]CC[C@H]1O,-11947.5888671875
C1C[C@@H]2[C@H](CO1)[C@@H]1C[C@H]21,-10532.4892578125
ON[C@H]1[C@@H]2CC[C@H]3[C@@H]2[C@H]31,-10935.98046875
C#CC(=O)CC1COC1,-11477.1728515625
C[C@H]1C[C@@](O)(CC#N)C1,-10970.6123046875
C[C@H]1C[C@]2(CO2)[C@]1(C)O,-11543.1201171875
Nc1cncn1C=O,-10743.7744140625
CC#C[C@@]1(C)C[C@H]2C[N@H+]21,-9957.9521484375
C[C@]12CCCO[C@H]1[C@H]2O,-11543.5048828125
C[C@]12C[N@H+]1CC2=O,-8831.56640625
OCC[C@H]1CO[C@H]2C[C@@H]12,-11543.1884765625
C1C[C@@]23O[C@@H]2CO[C@H]3[NH2+]1,-11915.29296875
c1n[nH]c2[nH]ncc12,-10169.0009765625
O=CC[C@H]1[C@H]2C(=O)C[N@H+]21,-11914.6298828125
C[NH2+]C1ON=CN=C1O,-12788.939453125
C1=C[C@H]2C[C@@H]1[C@@H]2[C@H]1CO1,-10498.810546875
Cc1nc2nocc2[nH]1,-11779.033203125
Nc1coc2[nH]cc[n+]12,-11779.642578125
C[C@]12[C@@H]3CC[CH-][C@H]1C[C@@H]32,-9521.30859375
Cn1cnc(O)c1C=O,-12354.1240234375
CN[C@H]1[C@H]2C[C@]1(C#N)N2,-10831.615234375
OC[C@@H](O)[C@]12CC[C@H]1N2,-11979.33984375
C#CCO[C@@H]1CNC1=O,-11914.447265625
CC(C)(O)CCCC#N,-11003.703125
C[C@@]12[C@@H]3[C@H]4[N@@H+]3[C@]1(C)[C@]42O,-10934.3955078125
C[NH2+]C1OC[C@H]2C[C@@H]1C2,-10970.33203125
C1=Nc2onnc2CN1,-12215.66796875
O=C1CN[C@@H]2[C@H](O)[C@H]12,-10878.8408203125
C#C[C@@H](C#N)NCCC,-10395.6533203125
CN(CCO)C(=N)C#N,-11844.291015625
N=CNc1nc[nH]c1O,-12249.365234375
C[C@]12O[C@H]1[C@@H](O)C[C@H]2O,-12521.5263671875
C#C[C@@H]1CO[C@@H]1C(C)C,-10532.0390625
O[C@@]12C[C@H]3C[CH-][C@@H](C1)[C@H]32,-10499.244140625
C[C@@H](O)[C@H]1C[NH2+][CH+]O1,-10912.17578125
O=C[C@@]12C[C@@H](N1)[C@@H]2CO,-11946.1142578125
C1C[C@@]23C[C@H]4[C@H]5[C@@H]2[N@H+]5C143,-9923.48046875
C1=Cc2cocc2C1,-9399.806640625
CCNC(C=O)C=O,-10911.6953125
C[C@H]1[C@]2(C)CC[C@@]1(O)C2,-10566.05078125
C[N@H+]1[C@@H]2[C@@H]3NC(=O)[C@@H]3[C@@H]21,-11373.23046875
C#CC1(C#C)CC([NH-])O1,-10870.05078125
C#C[C@H]1Cn2ncnc21,-10766.791015625
[NH-]C1O[C@@H]2[C@H]3N[C@@H]2C[C@@H]13,-11374.208984375
C[C@H]1CC(=O)[C@H]2O[C@H]21,-10442.466796875
CO[C@H]1[C@H]2C[C@H]2C1(C)C,-10565.048828125
N#CC[C@@]12CO[C@@H]1C2,-9867.5986328125
Cc1cnc(N)c(=O)o1,-12354.3720703125
CC1(C)C[C@H]2CC[C@H]21,-8518.6015625
C1C[C@H]2C[C@@H]3OC[C@]23O1,-11510.345703125
CC(C)(C)[C@@]1(C)CO1,-9529.3740234375
C[C@@H]1C(C=O)=C[C@@H]2N[C@@H]21,-10937.52734375
C[C@@H](C#N)[C@@](C)(O)C=O,-11948.884765625
C[C@H]1[N@H+]2CC(=O)[C@@]12C=O,-11914.8466796875
Nc1ncnn1CCO,-12281.8095703125
O=C(CO)c1ncc[nH]1,-12353.8125
C#C[C@@]12C[C@H]3N[C@@H]1[C@]32O,-10901.9560546875
C1=C2CC[C@@H]3C[C@H](C1)[C@H]23,-9522.9169921875
CCC[C@H]1CN1C=O,-9933.8818359375
CC[C@@H](O)CC1(O)CC1,-11576.154296875
C[C@]12C[C@H]1[N@@H+]1[C@H]2[C@@H]1C#N,-10361.8203125
C#C[C@@H]1[C@@H]2[C@@H](O)[C@H]3[C@@H]2[N@H+]31,-10901.69140625
COCC1(C2CC2)CC1,-10564.7744140625
C1C[C@H]2[C@H]3C[C@H]4[C@@H]1[C@H]4[C@H]32,-9522.7822265625
CC1=C[C@@]2(O)C=C[C@@H]1C2,-10500.455078125
O=C1C[N@@H+]2CC[C@]12CO,-11947.150390625
C[C@H]1[C@@H]2C[C@H](O)[C@@]1(O)C2,-11543.5771484375
CC1(CC2COC2)CC1,-10565.033203125
[CH+]1[NH2+]C[C@H](C2CCC2)O1,-10970.3935546875
CC(=O)c1[nH]nnc1C,-11812.3935546875
C[C@@H]1NC(=O)CN[C@@H]1C,-11441.0478515625
CO[C@H]1O[CH+][NH2+]C12CC2,-11947.986328125
O=C[C@]1(CCCO)CO1,-12521.138671875
COC[C@]12C[C@@H]3[C@H](C1)[C@@H]32,-10531.5283203125
C#CCC1(C)CCC1,-8485.40234375
CCO[C@H]1C=CC[C@H]1O,-11543.892578125
O=C1CNC[C@@H]2C[C@]12O,-11948.162109375
C[C@]12CCO[C@H](C1)C2,-9496.7548828125
Cc1[nH]cnc1[C@H]1CN1,-10834.216796875
C[C@H]1O[C@H]2[C@@H](O)[C@@]12C#N,-11914.587890625
N#C[C@@]12[C@@H]3[C@H]4C[C@@H]3[N@@H+]1[C@H]42,-10329.3095703125
O=CNc1cnno1,-11720.2236328125
C[C@H]1N[C@@]12CN[C@H]2C=O,-11406.037109375
C#CCc1coc(C)c1,-10468.0205078125
Cc1cc(O)nn1C,-10339.060546875
C#C[C@@]1(O)[C@@H]2CC[C@@H]21,-9429.6357421875
Nc1c[nH+]ccc1NO,-11811.3271484375
O=C1COCC[C@H]2CN12,-11948.0859375
C[C@H]1C[C@]12C[C@](C)(O)C2,-10565.533203125
[NH-]c1nnc(C(N)=[NH2+])o1,-12685.634765625
C[C@@]12C[C@]1(O)[C@@H](O)[C@H]2O,-12520.783203125
O[C@H]1[C@H]2[C@@]3(O)C[C@H]3[C@@]12O,-12486.3515625
OC[C@]12C[C@]3(CO3)[C@H]1N2,-11946.0947265625
C[C@@]12C[CH-][C@H]3C[C@@H]1[C@]32O,-10497.7939453125
CC[C@@]12CC[C@@H](C1)OC2,-10566.546875
C[C@H]1N[C@@]12CO[C@H]2C=O,-11946.974609375
C[C@H](C(=O)C#N)[NH+](C)C,-11407.3212890625
C[C@H]1[C@@H](C)C[C@H]1NC=O,-11003.599609375
C[C@@H](CO)CC(N)=O,-10945.3759765625
[NH-]C1OC[C@H]1CC=O,-10879.173828125
N#CC(=O)CCC=O,-10847.150390625
C1=NC[C@@H]2OC[C@@]23CN13,-11373.3369140625
Cc1c[nH]nc1O[CH+][NH-],-11812.1318359375
Cc1n[nH+]c2nn[nH]n12,-12111.234375
N#CCC[C@H]1N[C@H]1C#N,-10801.005859375
CN1CCCOCC1=O,-11981.5224609375
OCC[C@H]1OCC1NO,-12956.5771484375
COCCC12C[NH+](C1)C2,-11000.369140625
C1[C@@H]2[C@H]3O[C@H]4[C@@H]2O[C@H]4[C@@H]13,-11477.658203125
CC#CC(=O)N(C)CC,-10970.48046875
O[C@H]1[C@H]2CN=CO[C@@H]12,-10878.6044921875
C#C[C@H]1OC[C@H]2O[C@@H]12,-10407.69921875
CC1=C[C@@]2(C=O)C[C@H]2C1,-10501.2255859375
CN[C@@]1(C#N)C[C@H]1C=O,-11374.251953125
C[C@H]1O[C@H](C=O)C[C@H]1O,-12521.984375
C[C@H]1C[C@@]12CCOC2[NH-],-10970.7548828125
C[C@@]1(N)C(=O)OC12CC2,-11948.3203125
C#CC[C@@]1(C#N)CCN1,-10362.7294921875
C#C[C@H]1[C@@H]2C(=O)N3[C@H]1[C@H]23,-10869.9619140625
O=C1C[C@]2(C[C@H]3O[C@H]32)O1,-12455.8818359375
O=C[C@H]1C=C[C@@H](O)C1,-10442.482421875
FC(F)(F)C1CC=CC1,-14484.0673828125
CO[C@]1(C)[C@H](C)[C@@H]1C,-9529.177734375
Oc1n[n+]2[nH]cnc2[nH]1,-12653.1943359375
N#CCC[C@@H]1C[C@@H]1C=O,-10937.9873046875
N#C[C@H]1N[C@]23C[N@H+](C2)[C@@H]13,-10796.1416015625
O=CC1=CCCCC1=O,-11479.9794921875
O1[C@@H]2[C@@H]3[C@@H]4[C@@H]5[C@H]1[C@@H]5[N@@H+]4[C@H]23,-10902.1796875
CO[C@H]1C=C[C@H]2O[C@@]12C,-11510.4033203125
COC[C@@H](O)CCO,-11517.3173828125
C[C@]1(O)[C@@H]2NC(=O)C[C@@H]21,-11948.939453125
C[N@@H+]1C[C@]2(CN2)[C@H]1C#N,-10832.3251953125
Cn1ccc(F)nc1=O,-13008.2490234375
C[NH2+]C1OCC(=O)[C@H]1O,-12926.3876953125
[NH-]C1=C([NH-])N=NNN=C1,-12109.498046875
O=C1CC[C@H]1[NH+]1CC1,-9900.3857421875
C[C@H]1C[C@@H]2O[C@H]1OC2=O,-12490.369140625
O[C@@]12C=C[C@@H]3N[C@@H]3[C@@H]1C2,-10936.66796875
Nc1coc(NC=O)n1,-12790.833984375
C#C[C@]1(CC(N)=O)CO1,-11914.791015625
C[C@H]1[C@@H](C#N)[C@]1(O)C#N,-11342.1728515625
ONC1CNC1,-8230.693359375
Cc1ncc(F)[nH+]c1[NH-],-12466.2900390625
C[N@H+]1[C@H](C=O)[C@@H]2CC[C@@H]21,-10969.234375
N#C[C@@H]1[N@H+]2C[C@]1(N)C2,-9762.611328125
O=CN[C@H]1[C@@H]2CO[C@H]1C2,-11947.947265625
CC[C@H]1CNC(C=O)[NH2+]1,-11408.0390625
C[C@H]1C[C@@]2(CO)[C@@H](C)[N@@H+]12,-11001.6953125
O=C[C@H]1OC[C@H]2C[C@H]21,-10441.9375
C[C@H]1CN1c1ncno1,-11810.94921875
C[C@]12OC(=O)C[C@H]1[C@H]2O,-12489.814453125
CC[C@@]1(C)C=C[C@H]2N[C@H]21,-9991.9970703125
O=CC1=NCCC(=O)O1,-12894.767578125
CC(C)[C@H]1N[C@]1(C)CO,-11035.0712890625
Cc1c[nH]nc1CO,-10338.779296875
O=C[C@]12CO[C@H]1[C@H]1C[C@H]12,-11476.7890625
C[C@]12C=C[C@H](O)[C@@]1(O)C2,-11511.0068359375
CNC1=CNON=C1N,-12246.7431640625
C[C@]12C[N@H+]1CCCC2=O,-10970.4912109375
C1=N[C@H]2[C@@H]3N[C@H]2[C@@H]3CO1,-11372.4716796875
C#CCC[C@H](O)C(C)=O,-11510.8720703125
COC[C@H]1O[C@H]1C=O,-11451.7021484375
CC1(C=O)COCOC1,-12521.9228515625
C#C[C@@H]1C[C@H]2C(=O)C[N@@H+]12,-10903.001953125
C[C@H]1C[C@H]2O[C@@H]3[C@H]2C[C@@H]31,-10532.69921875
C#C[C@@]1(C)CC=CCC1,-9522.49609375
CO[C@H]1C[C@@]2(O)C[C@@H]12,-10473.48828125
C#C[C@H](O)[C@H]1OC[C@H]1O,-12487.2119140625
O=C[C@@]1(O)[C@H](O)C[C@@H]1O,-13499.3798828125
C#C[C@H](O)C1(CO)CC1,-11509.4873046875
C[C@@]12C[C@@H]3[C@H]4C[C@@H]3[C@@H]1[C@H]42,-9522.7041015625
FC(F)(F)c1ccon1,-15865.2861328125
C#Cc1cn2c(n1)CC2,-10330.609375
C[C@H]1C=C[C@@H](O)C1=O,-10442.8115234375
COCC1(C)CC=CC1,-10566.1123046875
CC1=C[C@H](C)[C@]2(C)N[C@H]12,-9992.3994140625
CC#CCCC#CC,-8452.673828125
C[C@@]12C[C@@H](C(N)=O)[N@@H+]1C2,-11407.2041015625
C#C[C@@]12O[C@@H]1CC2(C)C,-10498.9091796875
CC(=O)C[N@@H+](C)CCO,-12013.380859375
CCC1(CC)CC=CC1,-9588.6943359375
CC[C@@]12CO[C@H]3C[C@@H]1[C@H]32,-10532.6484375
CC(=O)[C@H]1[C@@H]2C[C@H]1[C@H]2C,-10532.4326171875
C(#C[C@H]1CN1)C1COC1,-10935.1826171875
O=CCC(=O)NC=O,-11858.4013671875
N#CC[C@]1(C=O)CCN1,-11374.525390625
N#C[C@]12CCN[C@H]1CN2,-10833.42578125
C[C@H]1[C@H]2C=C[C@]1(C)[C@H]2O,-10532.5517578125
C[C@]12[C@@H]3C[C@H]1[C@@]2(O)C3,-9462.9072265625
C#C[C@]12N[C@H]1[C@@H]1[C@H](C)[C@@H]12,-9924.4970703125
C[C@@]12C[N@H+]3C[C@]1(O)C[C@H]32,-10968.7099609375
N#C[C@H]1C=CC[C@@]12CN2,-10363.9052734375
C[C@@H]1C(C=O)=C[C@@H]2C[N@@H+]21,-10937.4677734375
Cc1nc2c(o1)CNC2,-11375.21875
[NH-]C1O[C@@H]2O[C@H]1[C@H]1O[C@@H]21,-12892.70703125
O[C@H]1C[C@H]1[C@@]12CO[C@@H]1C2,-11509.1044921875
C[C@H]1O[C@H]1C[C@@H](N)C#N,-11406.873046875
N#C[C@H]1N[C@H]2CC[C@H]21,-9326.837890625
N#C[C@@]12O[C@H]3C[C@@H]1C[C@H]32,-10904.10546875
OC[C@]12C[C@@H]3[C@H]1[N@@H+]3C2,-9899.076171875
CCc1occ(C)c1N,-10971.28515625
CCc1ncn(C)c1O,-11408.3544921875
N#C/C(N)=N/[C@H]1C[C@H]1O,-11811.0751953125
C[C@@H]1O[C@@H](C=O)C[C@@H]1C,-11544.458984375
CO[C@]12C[C@](O)(C1)[C@H]2O,-12519.8271484375
C#CCOCC(C)(C)O,-11542.6689453125
COC(=O)C(=O)[C@@H](C)O,-13500.599609375
C1[C@@H]2OC[C@@H]3[C@H]1C[C@@H]3O2,-11511.1611328125
C[C@]12CCC=C[C@@]1(C)C2,-9555.85546875
C/C(=N\CC#N)NC=O,-11812.4267578125
C[C@]12NC(=O)[C@H]1[N@H+]1C[C@H]12,-11373.4912109375
O=COc1ncco1,-11825.52734375
CC[C@@H](C)c1cnoc1,-10970.3310546875
C[C@]12C[C@H]1CN2C(N)=O,-11407.45703125
C[C@H]1C=C[C@H]2CC(=O)[C@@H]12,-10501.267578125
O=C1CO[C@@H]2C[C@]12CO,-12488.9375
C[C@@]12C[C@@]3(O)[C@@H]1C[C@]32O,-11509.3349609375
C[C@H]1[C@]2(CO2)C[C@]1(C)O,-11543.095703125
C#CC[C@H](CC)C1CC1,-9554.34765625
C1O[C@H]1[C@]12C[C@@H]3[C@H]1C[C@@H]32,-10497.8212890625
ONC1CO[C@H]2CN[C@@H]12,-12383.1455078125
C#C[C@H]1C=C[C@H]2O[C@@H]12,-9397.3642578125
C#C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,-9488.248046875
COC[C@H]1[C@H]2CC(=O)N21,-11947.0654296875
C[C@H]1N[C@H]1C#CCC#N,-10362.88671875
C#C[C@H]1[C@@H]2[C@@H]3[C@H]1[C@@H]1[C@H]2[C@H]31,-9454.4248046875
CCC1([C@@H](C)O)CC1,-9529.37109375
C[N@H+]1[C@@H]2[C@@H]3[C@H]1[C@@H]1[C@H]2[C@]31O,-10934.9169921875
O=C1NC[C@@H]2NC(=O)[C@H]12,-12354.1708984375
CCOCC(=O)OCC,-12555.1181640625
C[N@@H+]1C[C@H]2N[C@H]2[C@H]1C#N,-10833.0458984375
C#C[C@H]1C[N@H+]2C[C@H](C2)O1,-10935.2705078125
[NH-][CH+]OCc1cnn[nH]1,-12248.1005859375
COCC#CC[C@H]1CO1,-11509.177734375
C[C@H]1[C@H]2C[N@@H+]1[C@H]2C(N)=O,-11405.76171875
C[C@]12C[C@@H](O)C[C@H]1[C@H]2O,-11543.810546875
C[C@@H](O)c1ncnnn1,-12247.875
CC1(OC2CC2)COC1,-11542.466796875
C[C@@]1(O)C[C@H]2C[C@]21C=O,-11510.76171875
C[C@H]1CC[C@H]1[NH+]1CC1,-8954.90234375
C#CC[C@@H]1C[C@@H]1CO,-9462.6611328125
C[C@@]12C[N@H+]3C[C@]1(O)[C@H]32,-9899.015625
CC1=C[C@@H](C)O[C@@H](C)C1,-10566.755859375
O=C1NCCO[C@@H]1CO,-12959.4345703125
COC[C@H]1[NH2+][CH+]NC1[NH-],-11844.302734375
C[C@@]12C[C@@H](COC1=O)O2,-12489.669921875
N#CCC1(O)C23CC12O3,-11913.8115234375
CC[C@@]1(CCO)CO1,-10506.80859375
O[C@@H]1C[C@H](O)[C@@H]2O[C@@H]21,-11452.1572265625
O=CC[C@@H]1C[N@@H+]1CCO,-11979.8662109375
C[C@@](N)(C#N)C(F)(F)F,-15357.6513671875
C#C[C@@]12CCC(=O)[C@@H]1O2,-11445.1142578125
CC1=CC[C@H]2C[C@@]12C#N,-9927.77734375
O=C1C=C[C@@H]2O[C@@H]2C=C1,-11445.8115234375
C#CC[C@]1(C(N)=O)CO1,-11914.8671875
CC1Oc2n[nH]nc2O1,-12788.849609375
C[C@@]12CCC=C[C@@H](C1)O2,-10533.2685546875
C#Cc1n[nH]c(N)c1C,-10800.810546875
N#C[C@]12CC[C@H](C1)O2,-9868.33984375
C#CC[C@@H]1C[N@@H+]1C,-7852.39990234375
O=c1[nH]nc2n1CCO2,-12790.412109375
CCC1(CC)C[C@@H](C)O1,-10598.767578125
N#C[C@@H]1C=CCN=CO1,-11341.8837890625
C1[C@@H]2C[C@@H]3[C@H]1C[C@H]23,-7416.5029296875
C[NH2+]C1CNCC(=O)N1,-11845.2900390625
CC1=C[C@@]2(O)C[C@H]2C1,-9464.26171875
O=C1C[C@H](O)[C@H]2C[C@@H]1C2,-11511.568359375
CO[C@H]1[C@@H](C)OC1(C)C,-11576.162109375
O[C@]12C[C@]3(O)C14OC423,-11417.0361328125
C[C@H]1CN[C@]1(C)C#N,-9360.2880859375
CN/C(=N/CC=O)OC,-12417.6640625
O=C1C[C@H]2COC[C@H]2N1,-11949.580078125
CC(C)(N)C(=O)NC=O,-12419.0673828125
C#CCC(=O)[C@H]1CN1,-9867.2734375
C#CC1=C(C)C(=O)OC1,-11446.6669921875
C1C[C@]2(CN2)[C@@H]2OC[C@H]12,-10969.3662109375
CC[C@H]1CO[C@H](C#N)C1,-10970.8916015625
CC1(C)[C@H]2CC=C[C@]21O,-10533.3037109375
CCC1=C(C)[C@H]2O[C@H]2C1,-10533.3720703125
CO[C@]12[C@@H]3N[C@H]1[C@@H]3[C@@H]2O,-11944.900390625
O=C[C@H]1[C@H]2N[C@H]2[C@@]12CO2,-11913.451171875
C[C@H]1C[C@H](C(C)(C)O)O1,-11576.3583984375
CC(=O)[C@@H]1C[N@@H+]1C(C)C,-11002.8779296875
Nc1ncc(O)nc1N,-12250.45703125
CCCCC(=O)C#N,-9902.0732421875
C[C@H]1COC1[NH2+]CCO,-11980.6328125
COC[C@@]12C[C@@H](N1)C2=O,-11946.0146484375
CC[C@]12CNC(=O)[C@H]1N2,-11407.921875
c1ncc2c(n1)OCC2,-11343.794921875
C[C@H]1CCO[C@@H]([NH-])C1=O,-11948.9716796875
C#C[C@@H]1O[C@@H]1[C@@H](C)C#C,-10465.46484375
N#C[C@H]1C[C@H]2C[C@H]2CN1,-10396.7080078125
C[C@H]1O[C@H]2CC=C[C@]21C,-10533.4990234375
CC[C@H]1OC([NH-])[N@H+]2C[C@@H]12,-11407.146484375
Cc1cncnc1,-8260.203125
C[C@@H]1C[C@@H]2C[C@H](C)[C@@]21O,-10565.3291015625
O=c1[nH]nn[nH]1,-9074.0185546875
C#C[C@H]1CC[C@H]1C#N,-8857.1923828125
OC[C@H]1C[C@]23C[N@@H+](C2)[C@@H]13,-10965.5478515625
NC1=NCc2[nH]ncc21,-11238.7744140625
N#C[C@]12N[C@H]1[C@H]1C[C@@H]2C1,-10362.986328125
O[C@H]1C[C@H]2[C@@H]3[C@H]2[N@H+]2[C@@H]3[C@@H]12,-10935.501953125
C[N@H+](CC=O)CCO,-10943.939453125
C#CC(=O)CCCOC,-11510.2666015625
C[C@@H]1[C@@H]2C=CC[C@H]1[C@@H]2O,-10533.171875
C[C@@]1(O)CC=C[C@@H](O)C1,-11544.2119140625
CC1=C[C@H]2[CH-]C[C@H]3[C@@H]1[C@H]32,-9488.568359375
OC[C@]12[C@@H]3[C@@H]4O[C@H]1[C@H]2[C@@H]43,-11476.576171875
N#C[C@@H]1C[C@]1(O)CCO,-11947.8720703125
Nc1coc(C=O)n1,-11284.4169921875
N#C[C@@H]1[C@@H]2[C@@H]3O[C@@H]3[C@@]21N,-11339.6337890625
CC(=O)[C@H](C#N)/N=C/N,-11812.3310546875
Oc1ccn2c1OCC2,-11915.8427734375
C[C@H]1C[C@H]1N1CCC1=O,-10970.55859375
C#CC[C@H](O)C#CCO,-11476.279296875
O=C[C@H]1N[C@H]2[NH2+]CC[C@@H]12,-11374.0556640625
C#CC(C)(C)[N@@H+]1C[C@@H]1C,-9990.5458984375
[NH-]C1OC=C(F)C(=O)O1,-14525.888671875
N#CC1[NH2+][C@@H](C=O)CO1,-12320.3828125
O[C@]12C=CC[N@@H+]3[C@H]1C[C@@H]32,-10935.7109375
Cc1ccc(N)c(=O)[nH]1,-11376.9580078125
CC[C@@H](O)c1ccc[nH]1,-10971.36328125
CO[C@H]1C[N@H+]2[C@@H](C)[C@@]12C,-11001.5595703125
[NH-][CH+]O[C@@H]1CO[C@@H]1CO,-12957.6376953125
CCC#CC12CC(C1)C2,-9520.951171875
C[C@H]1[C@H]2NC(=O)[C@H]2[N@H+]1C,-11406.9248046875
C#CCCNC(=O)OC,-11948.353515625
C[C@@]12CC[C@H](O)[C@@H](C1)O2,-11543.9140625
N#C[C@@H]1[C@@H]2[C@@H]3O[C@@H]3[C@H]12,-9833.7578125
CC(C)(C(N)=O)[NH+]1CC1,-11440.0927734375
ON[C@@H]1C[C@@H](O)[C@H]2N[C@H]21,-12383.46484375
C[C@@H]1C[C@H](C)O[C@@H]1CO,-11576.876953125
[NH-][CH+]OC[C@@]1(C=O)CO1,-12925.240234375
C[C@]1(O)[C@@H]2[C@@H]3C[N@@H+]3C[C@@H]21,-10968.876953125
C1CC1[C@H]1N[C@H]1[C@H]1CN1,-10427.33984375
COCCOC[C@H]1CN1,-12011.869140625
CCC(=O)CNC(C)=O,-11982.5615234375
CC1C(=O)OCOC1=O,-13468.9169921875
O[C@@H]1Cc2ccoc2C1,-11479.287109375
C[C@@H](O)[C@H]1O[C@H]2CC[C@@H]12,-11542.845703125
C[C@H]1[C@@]2(O)C[C@H]2[C@@]12CN2,-10968.55078125
C[C@@H](NC=O)C(=O)CO,-12959.794921875
CC1=CC=CC(=O)NC1,-10938.9658203125
CO[C@@H](CC#N)C(C)C,-11003.283203125
C[C@H]1O[C@H]2[C@@H]1CC21CC1,-10532.1318359375
O=C1CC(C2CCC2)C1,-10533.287109375
Cc1cc2nc[nH]c2[nH]1,-10802.2998046875
CC[C@@H](O)[C@@H](C)CC=O,-11576.9189453125
O=CO[C@]12C[C@H]1[C@H]1N[C@H]12,-11913.33984375
C[C@@]12[C@@H]3[C@H]4[C@]3(O)[C@@H]1[C@]42O,-11475.2861328125
CC(C)c1[nH]ncc1O,-11407.849609375
O[C@]12C[C@H]1OC[C@H]1N[C@H]12,-11946.70703125
O=CC[C@]1(O)C[C@H]2O[C@H]21,-12488.03125
C#CC1=C[C@@H](O)COC1,-11477.53125
ONC1C[N@H+]2C[C@@H]1C2,-10335.919921875
C[C@@H](C#N)[C@@]1(C)CCO1,-10970.41015625
O=C1CCOCCC1=O,-12489.564453125
CC(=O)C[C@H]1NC1(C)C,-11003.1396484375
[NH-]C1OC[C@H]2C[N@@H+]12,-9268.7744140625
ONC1CC2(C1)C[C@H]2O,-11946.0087890625
CCCCCCC(N)=O,-11037.0009765625
C[C@]12COC([NH-])[C@H](C1)C2,-10970.6533203125
C#C[C@@H](C)CCC(C)=O,-10533.1689453125
N#C[C@]12C[N@@H+]3[C@H]([C@@H]1O)[C@@H]32,-11340.291015625
CCN(C)c1c[nH]cn1,-10867.1083984375
C[C@@H]1[C@H]2O[C@]3(C#N)[C@H]2[C@H]13,-10903.3779296875
Oc1cn2c(n1)C=CC2,-11343.2470703125
N#CC[C@@H]1CCC(=O)O1,-11917.23046875
C1C[C@@]2(COC23CC3)O1,-11509.5986328125
C[C@]12C[C@H](C1)NC2=O,-9901.7333984375
CCC(=O)[C@@H]1[C@@H]2CC[C@@H]21,-10533.126953125
CC(=O)N[C@H]1CC[C@H]1O,-11981.4423828125
C[C@@]1(O)C=CC[C@H]1O,-10474.93359375
C#CC1=CCC[C@@H]1CO,-10500.1708984375
CCc1cnccn1,-9329.1875
C[C@H]1C[N@H+]2CC(=O)[C@@H]1C2,-10970.7783203125
N#CC[C@@H]1CC=CC1=O,-10906.2998046875
CC[C@H]1CCCCC1=O,-10567.3505859375
C[C@H]1OC[C@@](C)(O)C1=O,-12522.3837890625
CC[C@@H](O)C(C)(C)CC,-10631.615234375
Cc1cc(C#N)[nH]n1,-9733.1953125
C[C@]12NC[C@H]1[C@]2(N)C#N,-10832.607421875
C#C[C@@]12O[C@@H]1[C@@H]1C[C@@]12O,-11442.4306640625
C[C@@H](C#N)[C@@]1(C=O)CO1,-11915.4990234375
O=C1C=C[C@H]2[C@H]3C[C@H]3[C@@H]12,-10467.8876953125
CCc1nc(N)n(C)n1,-11304.451171875
Nc1[nH]nc2c1OCO2,-12788.857421875
Nc1ccc(=O)[nH]n1,-10743.66796875
C#CC1(C(C)C)CCC1,-9554.517578125
O=C(CO)CC1CCC1,-11543.71875
C[C@@]1(O)CCC[C@H]1C=O,-11544.5341796875
CC[C@]12COC[C@@]1(C)C2,-10566.0947265625
C[C@H]1[C@H]2[C@H](C#N)CC[N@H+]21,-10396.6044921875
C[C@@H]1C[C@H]([C@@H](C)CO)O1,-11576.15625
C[C@@H]1[C@@H]2[C@H]3C[C@]2(CO)[C@@H]13,-10531.140625
C[C@H]1[NH2+]C(N)OC12CC2,-11407.64453125
O=C1NC=CC=CN1,-10306.984375
[NH-]C1OC(F)=NOC1=O,-14961.4111328125
C#C[C@@H]1[C@@H]2NCC(=O)[C@H]12,-10903.8955078125
CC[C@@H](C)n1cccc1,-9993.55859375
CC#CCC#CC(N)=O,-10904.3330078125
CCC/C(=N/O)[C@H]1CO1,-11979.1162109375
C[C@]12OC[C@H]1[C@H]2CC=O,-11510.2998046875
C[C@H]1C(=O)CN(C)C1=O,-11950.017578125
CC1(C)C[C@H]1C1(C)CC1,-9587.640625
C[C@]12C[C@H]1CC[C@H]2CO,-10566.0615234375
C[C@@]12OC[C@H]3C[C@@H]1[C@H]32,-9463.5947265625
C[C@@H]1[C@H](C=O)OC[C@@H]1C,-11544.18359375
O=C[C@H]1C[C@]2(CCO2)C1,-11510.6640625
C[C@@H]1CC[C@H](C)[C@@H]2O[C@@H]21,-10566.2451171875
O[C@H]1CCC[C@H]2C[C@H]2C1,-10566.046875
CCCC[C@@H](C)OC,-9562.396484375
C[C@H]1O[C@H]2CC[C@@H]1CC2,-10566.787109375
N#CCC1C23CC12O3,-9866.8330078125
CO[C@H]1[C@@H](C)[C@H]1[C@H]1CO1,-11542.3447265625
